Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
22,Dalian Atkinson,eng ENG,FW,Aston Villa,25,1968,29,29,"2,541",28.2,8,5,13,8,0,0,1,0,0.28,0.18,0.46,0.28,0.46,Matches
23,Dean Austin,eng ENG,DF,Tottenham,23,1970,23,20,"1,761",19.6,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
24,Phil Babb,ie IRL,DF,Coventry City,22,1970,40,40,"3,555",39.5,3,2,5,3,0,0,2,0,0.08,0.05,0.13,0.08,0.13,Matches
25,Clive Baker,,GK,Ipswich Town,34,1959,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
26,Nicky Banger,eng ENG,FW,Southampton,22,1971,14,4,614,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
27,David Bardsley,eng ENG,DF,QPR,28,1964,32,32,"2,880",32,0,5,5,0,0,0,4,0,0,0.16,0.16,0,0.16,Matches
28,Simon Barker,eng ENG,MF,QPR,28,1964,37,35,"3,156",35.1,5,3,8,5,0,0,5,1,0.14,0.09,0.23,0.14,0.23,Matches
29,Andy Barlow,,DF,Oldham Athletic,27,1965,6,3,350,3.9,0,0,0,0,0,,1,0,0,0,0,0,0,Matches
30,Stuart Barlow,eng ENG,FW,Everton,25,1968,22,6,846,9.4,3,0,3,3,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
31,Nick Barmby,eng ENG,"FW,MF",Tottenham,19,1974,27,27,"2,308",25.6,5,2,7,4,1,2,0,0,0.19,0.08,0.27,0.16,0.23,Matches
32,Darren Barnard,wls WAL,"DF,MF",Chelsea,21,1971,12,9,779,8.7,1,2,3,1,0,0,0,0,0.12,0.23,0.35,0.12,0.35,Matches
33,David Barnes,eng ENG,DF,Sheffield Utd,31,1961,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
34,John Barnes,eng ENG,"DF,FW",Liverpool,29,1963,26,24,"2,090",23.2,3,2,5,3,0,0,0,0,0.13,0.09,0.22,0.13,0.22,Matches
35,Earl Barrett,eng ENG,DF,Aston Villa,26,1967,39,39,"3,510",39,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
36,Chris Bart-Williams,eng ENG,"DF,MF",Sheffield Weds,19,1974,37,30,"2,739",30.4,8,5,13,8,0,0,1,0,0.26,0.16,0.43,0.26,0.43,Matches
37,Neal Bartlett,eng ENG,MF,Southampton,18,1975,7,4,411,4.6,0,1,1,0,0,0,0,0,0,0.22,0.22,0,0.22,Matches
38,Warren Barton,eng ENG,DF,Wimbledon,24,1969,39,37,"3,203",35.6,2,3,5,2,0,0,4,0,0.06,0.08,0.14,0.06,0.14,Matches
39,David Batty,eng ENG,MF,Leeds United,24,1968,9,8,760,8.4,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
40,David Batty,eng ENG,MF,Blackburn,24,1968,26,26,"2,321",25.8,0,2,2,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
41,Peter Beagrie,eng ENG,FW,Manchester City,27,1965,9,9,810,9,1,5,6,,,,1,0,0.11,0.56,0.67,,,Matches
42,Peter Beagrie,eng ENG,FW,Everton,27,1965,29,29,"2,446",27.2,4,2,6,,,,1,0,0.15,0.07,0.22,,,Matches
43,Peter Beardsley,eng ENG,"FW,MF",Newcastle Utd,32,1961,35,35,"3,149",35,21,8,29,15,6,7,2,0,0.6,0.23,0.83,0.43,0.66,Matches
44,Dave Beasant,eng ENG,GK,Southampton,34,1959,25,25,"2,250",25,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
45,Darren Beckford,eng ENG,FW,Oldham Athletic,26,1967,22,13,"1,288",14.3,6,0,6,6,0,0,1,0,0.42,0,0.42,0.42,0.42,Matches
46,Mark Beeney,eng ENG,GK,Leeds United,25,1967,22,22,"1,980",22,0,1,1,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
47,Paul Beesley,eng ENG,DF,Sheffield Utd,28,1965,25,22,"2,039",22.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
48,Stefan Beinlich,de GER,MF,Aston Villa,21,1972,7,6,532,5.9,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches
49,Francis Benali,eng ENG,DF,Southampton,24,1968,37,34,"3,082",34.2,0,1,1,0,0,0,4,1,0,0.03,0.03,0,0.03,Matches
50,Frankie Bennett,eng ENG,FW,Southampton,24,1969,8,0,151,1.7,1,0,1,1,0,,0,0,0.6,0,0.6,0.6,0.6,Matches
51,David Beresford,eng ENG,MF,Oldham Athletic,16,1976,1,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
52,John Beresford,eng ENG,DF,Newcastle Utd,26,1966,34,34,"3,045",33.8,0,1,1,0,0,0,1,0,0,0.03,0.03,0,0.03,Matches
53,Henning Berg,no NOR,DF,Blackburn,23,1969,41,38,"3,467",38.5,1,3,4,1,0,0,1,0,0.03,0.08,0.1,0.03,0.1,Matches
54,Paul Bernard,sct SCO,MF,Oldham Athletic,20,1972,32,32,"2,787",31,5,1,6,5,0,0,1,0,0.16,0.03,0.19,0.16,0.19,Matches
55,Greg Berry,,MF,Wimbledon,22,1971,4,4,311,3.5,1,0,1,1,0,,0,0,0.29,0,0.29,0.29,0.29,Matches
56,Ian Bishop,eng ENG,MF,West Ham,28,1965,36,36,"3,181",35.3,1,4,5,1,0,0,1,0,0.03,0.11,0.14,0.03,0.14,Matches
57,Dean Blackwell,eng ENG,DF,Wimbledon,23,1969,18,16,"1,397",15.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
58,Nathan Blake,wls WAL,FW,Sheffield Utd,21,1972,12,7,727,8.1,5,0,5,5,0,0,0,0,0.62,0,0.62,0.62,0.62,Matches
59,Gary Blissett,eng ENG,FW,Wimbledon,29,1964,18,6,793,8.8,3,2,5,3,0,0,1,0,0.34,0.23,0.57,0.34,0.57,Matches
60,Paul Bodin,wls WAL,DF,Swindon Town,28,1964,32,28,"2,483",27.6,7,5,12,2,5,6,2,0,0.25,0.18,0.43,0.07,0.25,Matches
61,Jeroen Boere,nl NED,FW,West Ham,25,1967,4,0,72,0.8,0,0,0,0,0,,0,1,0,0,0,0,0,Matches
62,Willie Boland,ie IRL,MF,Coventry City,17,1975,27,24,"2,230",24.8,0,1,1,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
63,Martyn Booty,eng ENG,DF,Coventry City,22,1971,2,2,128,1.4,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
64,Brian Borrows,eng ENG,DF,Coventry City,32,1960,29,29,"2,578",28.6,0,1,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
65,Mark Bosnich,au AUS,GK,Aston Villa,21,1972,28,28,"2,480",27.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
66,Steve Bould,eng ENG,DF,Arsenal,30,1962,25,23,"2,121",23.6,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
67,Matthew Bound,eng ENG,DF,Southampton,20,1972,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
68,Mark Bowen,wls WAL,DF,Norwich City,29,1963,41,41,"3,685",40.9,5,4,9,5,0,0,0,0,0.12,0.1,0.22,0.12,0.22,Matches
69,Paul Bracewell,eng ENG,MF,Newcastle Utd,31,1962,32,32,"2,780",30.9,1,0,1,1,0,0,3,0,0.03,0,0.03,0.03,0.03,Matches
70,Carl Bradshaw,eng ENG,DF,Sheffield Utd,24,1968,40,39,"3,505",38.9,1,2,3,1,0,0,2,1,0.03,0.05,0.08,0.03,0.08,Matches
71,Tim Breacker,eng ENG,DF,West Ham,28,1965,40,40,"3,600",40,3,3,6,3,0,0,0,0,0.07,0.07,0.15,0.07,0.15,Matches
72,Matthias Breitkreutz,de GER,MF,Aston Villa,22,1971,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
73,Mark Brennan,eng ENG,MF,Oldham Athletic,28,1965,11,11,883,9.8,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
74,Rufus Brevett,eng ENG,DF,QPR,23,1969,7,3,275,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
75,Mark Bright,eng ENG,FW,Sheffield Weds,31,1962,40,36,"3,241",36,19,6,25,19,0,0,3,0,0.53,0.17,0.69,0.53,0.69,Matches
76,David Brightwell,eng ENG,DF,Manchester City,22,1971,22,19,"1,612",17.9,1,1,2,1,0,0,0,0,0.06,0.06,0.11,0.06,0.11,Matches
77,Ian Brightwell,eng ENG,DF,Manchester City,25,1968,9,8,754,8.4,0,2,2,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
78,Lee Briscoe,eng ENG,"DF,MF",Sheffield Weds,17,1975,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
79,Kenny Brown,eng ENG,DF,West Ham,26,1967,9,6,555,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
80,Steve Bruce,eng ENG,DF,Manchester Utd,32,1960,41,41,"3,656",40.6,3,2,5,3,0,0,2,0,0.07,0.05,0.12,0.07,0.12,Matches
81,Craig Burley,sct SCO,MF,Chelsea,21,1971,23,20,"1,839",20.4,3,3,6,3,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
82,David Burrows,eng ENG,DF,West Ham,24,1968,25,25,"2,170",24.1,1,0,1,1,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
83,David Burrows,eng ENG,DF,Liverpool,24,1968,4,3,232,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
84,David Busst,eng ENG,DF,Coventry City,26,1967,3,2,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
85,Peter Butler,eng ENG,MF,West Ham,26,1966,26,26,"2,271",25.2,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches
86,Nicky Butt,eng ENG,"DF,MF",Manchester Utd,18,1975,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
87,Ian Butterworth,eng ENG,DF,Norwich City,29,1964,25,23,"2,000",22.2,0,1,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
88,Colin Calderwood,sct SCO,DF,Tottenham,28,1965,26,26,"2,336",26,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
89,Kevin Campbell,eng ENG,FW,Arsenal,23,1970,37,28,"2,667",29.6,14,4,18,14,0,1,0,0,0.47,0.13,0.61,0.47,0.61,Matches
90,Sol Campbell,eng ENG,"DF,FW",Tottenham,18,1974,34,27,"2,461",27.3,0,2,2,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches
91,Eric Cantona,fr FRA,FW,Manchester Utd,27,1966,34,34,"2,987",33.2,18,12,30,16,2,2,2,2,0.54,0.36,0.9,0.48,0.84,Matches
92,Franz Carr,eng ENG,"FW,MF",Sheffield Utd,26,1966,10,10,872,9.7,1,1,2,1,0,0,0,0,0.1,0.1,0.21,0.1,0.21,Matches
93,Stephen Carr,ie IRL,DF,Tottenham,16,1976,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
94,Tony Cascarino,ie IRL,FW,Chelsea,30,1962,20,16,"1,370",15.2,4,1,5,4,0,0,0,0,0.26,0.07,0.33,0.26,0.33,Matches
95,Darren Caskey,eng ENG,MF,Tottenham,18,1974,25,16,"1,689",18.8,4,3,7,4,0,0,2,0,0.21,0.16,0.37,0.21,0.37,Matches
96,Stewart Castledine,eng ENG,MF,Wimbledon,20,1973,3,3,258,2.9,1,0,1,1,0,,0,0,0.35,0,0.35,0.35,0.35,Matches
97,Lee Chapman,eng ENG,FW,West Ham,33,1959,30,26,"2,417",26.9,8,2,10,8,0,0,1,0,0.3,0.07,0.37,0.3,0.37,Matches
98,Simon Charlton,eng ENG,DF,Southampton,21,1971,33,29,"2,644",29.4,1,0,1,1,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
99,Lee Clark,eng ENG,MF,Newcastle Utd,20,1972,29,29,"2,480",27.6,2,4,6,2,0,0,1,0,0.07,0.15,0.22,0.07,0.22,Matches
100,Andy Clarke,eng ENG,FW,Wimbledon,26,1967,23,9,995,11.1,2,1,3,2,0,0,2,0,0.18,0.09,0.27,0.18,0.27,Matches
101,Steve Clarke,sct SCO,DF,Chelsea,29,1963,39,39,"3,455",38.4,0,1,1,0,0,0,2,0,0,0.03,0.03,0,0.03,Matches
102,Nigel Clough,eng ENG,"FW,MF",Liverpool,27,1966,27,25,"2,221",24.7,7,3,10,7,0,0,2,0,0.28,0.12,0.41,0.28,0.41,Matches
103,Glenn Cockerill,eng ENG,MF,Southampton,33,1959,14,12,"1,061",11.8,0,2,2,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
104,Andy Cole,eng ENG,FW,Newcastle Utd,21,1971,40,40,"3,596",40,34,14,48,33,1,1,2,0,0.85,0.35,1.2,0.83,1.18,Matches
105,Simon Coleman,eng ENG,DF,Sheffield Weds,25,1968,15,10,953,10.6,1,1,2,1,0,0,0,0,0.09,0.09,0.19,0.09,0.19,Matches
106,Alan Cork,eng ENG,FW,Sheffield Utd,34,1959,19,7,847,9.4,3,1,4,3,0,0,0,1,0.32,0.11,0.43,0.32,0.43,Matches
107,Tony Coton,eng ENG,GK,Manchester City,32,1961,31,31,"2,790",31,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
108,Tony Cottee,eng ENG,FW,Everton,28,1965,39,36,"3,240",36,16,3,19,14,2,3,1,0,0.44,0.08,0.53,0.39,0.47,Matches
109,Tom Cowan,sct SCO,DF,Sheffield Utd,23,1969,4,4,360,4,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
110,Gordon Cowans,eng ENG,MF,Aston Villa,34,1958,11,9,878,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
111,Neil Cox,eng ENG,DF,Aston Villa,21,1971,20,16,"1,492",16.6,2,1,3,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,Matches
112,Colin Cramb,sct SCO,FW,Southampton,19,1974,1,0,15,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
113,Ian Crook,eng ENG,MF,Norwich City,30,1963,38,38,"3,420",38,0,7,7,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
114,Ian Culverhouse,eng ENG,DF,Norwich City,28,1964,42,42,"3,780",42,1,0,1,1,0,0,3,0,0.02,0,0.02,0.02,0.02,Matches
115,Keith Curle,eng ENG,DF,Manchester City,29,1963,29,29,"2,523",28,1,0,1,0,1,2,3,0,0.04,0,0.04,0,0,Matches
116,Tony Daley,eng ENG,MF,Aston Villa,25,1967,27,19,"1,892",21,1,3,4,1,0,0,0,0,0.05,0.14,0.19,0.05,0.19,Matches
117,Julian Darby,eng ENG,"DF,MF",Coventry City,25,1967,26,25,"2,253",25,5,0,5,5,0,0,2,0,0.2,0,0.2,0.2,0.2,Matches
118,Paul Davis,eng ENG,MF,Arsenal,31,1961,22,21,"1,757",19.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
119,Bobby Davison,eng ENG,FW,Sheffield Utd,34,1959,9,8,665,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
120,Brian Deane,eng ENG,FW,Leeds United,25,1968,41,41,"3,685",40.9,11,11,22,11,0,0,3,0,0.27,0.27,0.54,0.27,0.54,Matches
121,Andy Dibble,wls WAL,GK,Manchester City,28,1965,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
122,Paul Dickov,sct SCO,FW,Arsenal,20,1972,1,0,45,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
123,Julian Dicks,eng ENG,DF,West Ham,24,1968,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
124,Julian Dicks,eng ENG,DF,Liverpool,24,1968,24,24,"2,129",23.7,3,1,4,1,2,3,1,0,0.13,0.04,0.17,0.04,0.08,Matches
125,Fraser Digby,eng ENG,GK,Swindon Town,26,1967,28,28,"2,471",27.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
126,Lee Dixon,eng ENG,DF,Arsenal,29,1964,33,32,"2,876",32,0,2,2,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
127,Gerald Dobbs,eng ENG,MF,Wimbledon,22,1971,10,3,471,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Jason Dodd,eng ENG,DF,Southampton,22,1970,10,5,554,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
129,Mal Donaghy,nir NIR,DF,Chelsea,35,1957,28,24,"2,093",23.3,1,0,1,1,0,0,1,0,0.04,0,0.04,0.04,0.04,Matches
130,Tony Dorigo,eng ENG,DF,Leeds United,27,1965,38,38,"3,349",37.2,0,2,2,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
131,Andy Dow,sct SCO,DF,Chelsea,20,1973,13,12,"1,044",11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Iain Dowie,nir NIR,FW,Southampton,28,1965,39,39,"3,437",38.2,5,5,10,5,0,0,8,0,0.13,0.13,0.26,0.13,0.26,Matches
133,Maurice Doyle,eng ENG,MF,QPR,23,1969,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Jason Dozzell,eng ENG,MF,Tottenham,25,1967,32,28,"2,559",28.4,8,4,12,8,0,0,0,0,0.28,0.14,0.42,0.28,0.42,Matches
135,Michael Duberry,eng ENG,DF,Chelsea,17,1975,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
136,Dion Dublin,eng ENG,"DF,FW",Manchester Utd,24,1969,5,1,159,1.8,1,0,1,1,0,0,0,0,0.57,0,0.57,0.57,0.57,Matches
137,Gordon Durie,sct SCO,FW,Tottenham,27,1965,10,10,867,9.6,1,0,1,1,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
138,Lee Durrant,eng ENG,MF,Ipswich Town,19,1973,7,4,307,3.4,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches
139,Darren Eadie,eng ENG,MF,Norwich City,18,1975,15,9,914,10.2,3,0,3,3,0,0,0,0,0.3,0,0.3,0.3,0.3,Matches
140,Robbie Earle,jm JAM,MF,Wimbledon,28,1965,42,42,"3,780",42,9,5,14,9,0,0,0,0,0.21,0.12,0.33,0.21,0.33,Matches
141,John Ebbrell,eng ENG,MF,Everton,23,1969,39,39,"3,500",38.9,4,2,6,4,0,0,7,0,0.1,0.05,0.15,0.1,0.15,Matches
142,Richard Edghill,eng ENG,DF,Manchester City,18,1974,22,22,"1,935",21.5,0,1,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
143,Justin Edinburgh,eng ENG,DF,Tottenham,23,1969,25,24,"2,041",22.7,0,2,2,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
144,Ugo Ehiogu,eng ENG,DF,Aston Villa,20,1972,17,14,"1,281",14.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
145,Efan Ekoku,ng NGA,FW,Norwich City,26,1967,27,20,"1,916",21.3,12,1,13,12,0,0,1,0,0.56,0.05,0.61,0.56,0.61,Matches
146,Gary Elkins,eng ENG,DF,Wimbledon,27,1966,18,18,"1,606",17.8,1,4,5,1,0,0,1,0,0.06,0.22,0.28,0.06,0.28,Matches
147,Robbie Elliott,eng ENG,DF,Newcastle Utd,19,1973,15,13,"1,145",12.7,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08,Matches
148,John Eyre,eng ENG,FW,Oldham Athletic,18,1974,2,1,84,0.9,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
149,Chris Fairclough,eng ENG,DF,Leeds United,29,1964,40,40,"3,600",40,4,0,4,4,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
150,Willie Falconer,sct SCO,FW,Sheffield Utd,27,1966,23,21,"1,864",20.7,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24,Matches
151,David Farrell,eng ENG,MF,Aston Villa,21,1971,4,4,297,3.3,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
152,John Fashanu,eng ENG,FW,Wimbledon,30,1962,36,35,"2,979",33.1,11,4,15,11,0,0,4,0,0.33,0.12,0.45,0.33,0.45,Matches
153,Peter Fear,eng ENG,MF,Wimbledon,19,1973,23,23,"1,963",21.8,1,3,4,1,0,0,2,0,0.05,0.14,0.18,0.05,0.18,Matches
154,Graham Fenton,eng ENG,MF,Aston Villa,19,1974,12,9,847,9.4,1,0,1,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
155,Terry Fenwick,eng ENG,DF,Swindon Town,33,1959,26,23,"2,069",23,0,2,2,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
156,Les Ferdinand,eng ENG,FW,QPR,26,1966,36,35,"3,072",34.1,16,8,24,14,2,2,4,1,0.47,0.23,0.7,0.41,0.64,Matches
157,Darren Ferguson,sct SCO,MF,Manchester Utd,21,1972,3,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
158,Scott Fitzgerald,ie IRL,DF,Wimbledon,23,1969,28,27,"2,475",27.5,0,1,1,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
159,Mark Flatts,eng ENG,MF,Arsenal,20,1972,3,2,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Robert Fleck,sct SCO,FW,Chelsea,27,1965,9,7,615,6.8,1,1,2,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
161,Craig Fleming,eng ENG,DF,Oldham Athletic,21,1971,37,37,"3,220",35.8,0,2,2,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
162,Garry Flitcroft,eng ENG,MF,Manchester City,20,1972,21,19,"1,758",19.5,3,3,6,3,0,0,2,0,0.15,0.15,0.31,0.15,0.31,Matches
163,Jostein Flo,no NOR,FW,Sheffield Utd,28,1964,33,32,"2,895",32.2,9,4,13,9,0,0,3,0,0.28,0.12,0.4,0.28,0.4,Matches
164,Tim Flowers,eng ENG,GK,Southampton,26,1967,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Tim Flowers,eng ENG,GK,Blackburn,26,1967,29,29,"2,610",29,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Sean Flynn,eng ENG,MF,Coventry City,25,1968,36,33,"2,980",33.1,3,2,5,3,0,0,3,0,0.09,0.06,0.15,0.09,0.15,Matches
167,Mark Ford,eng ENG,MF,Leeds United,17,1975,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
168,Craig Forrest,ca CAN,GK,Ipswich Town,25,1967,27,27,"2,430",27,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
169,Jamie Forrester,eng ENG,FW,Leeds United,18,1974,3,2,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
170,Colin Foster,eng ENG,DF,West Ham,29,1964,5,5,450,5,0,1,1,0,0,,0,0,0,0.2,0.2,0,0.2,Matches
171,John Foster,eng ENG,DF,Manchester City,19,1973,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Robbie Fowler,eng ENG,FW,Liverpool,18,1975,28,27,"2,370",26.3,12,1,13,11,1,2,0,0,0.46,0.04,0.49,0.42,0.46,Matches
173,Ruel Fox,ms MSR,MF,Norwich City,25,1968,25,25,"2,208",24.5,7,7,14,,,,0,0,0.29,0.29,0.57,,,Matches
174,Ruel Fox,ms MSR,MF,Newcastle Utd,25,1968,14,14,"1,240",13.8,2,4,6,,,,0,0,0.15,0.29,0.44,,,Matches
175,Trevor Francis,eng ENG,FW,Sheffield Weds,39,1954,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
176,Steve Froggatt,eng ENG,MF,Aston Villa,20,1973,9,8,734,8.2,1,0,1,1,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
177,Kevin Gage,eng ENG,MF,Sheffield Utd,29,1964,21,16,"1,465",16.3,0,2,2,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
