Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
93,Stephen Clemence,eng ENG,MF,Tottenham,21,1978,20,16,"1,520",16.9,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
94,Andy Cole,eng ENG,FW,Manchester Utd,27,1971,28,23,"1,990",22.1,19,4,23,19,0,0,4,1,0.86,0.18,1.04,0.86,1.04,Matches
95,Ashley Cole,eng ENG,DF,Arsenal,18,1980,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Joe Cole,eng ENG,MF,West Ham,17,1981,22,17,"1,535",17.1,1,1,2,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,Matches
97,Patrick Colleter,fr FRA,DF,Southampton,33,1965,8,8,544,6,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
98,John Collins,sct SCO,MF,Everton,31,1968,35,33,"2,971",33,2,1,3,2,0,0,4,1,0.06,0.03,0.09,0.06,0.09,Matches
99,Stan Collymore,eng ENG,FW,Leicester City,28,1971,6,6,469,5.2,4,1,5,4,0,0,1,0,0.77,0.19,0.96,0.77,0.96,Matches
100,Colin Cooper,eng ENG,DF,Middlesbrough,32,1967,26,26,"2,262",25.1,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04,Matches
101,Carl Cort,gy GUY,FW,Wimbledon,21,1977,34,32,"2,869",31.9,9,6,15,9,0,0,2,0,0.28,0.19,0.47,0.28,0.47,Matches
102,Tony Cottee,eng ENG,FW,Leicester City,34,1965,33,30,"2,474",27.5,13,1,14,13,0,0,1,0,0.47,0.04,0.51,0.47,0.51,Matches
103,Neil Cox,eng ENG,DF,Watford,27,1971,21,20,"1,755",19.5,0,1,1,0,0,0,1,1,0,0.05,0.05,0,0.05,Matches
104,Jody Craddock,eng ENG,"DF,MF",Sunderland,24,1975,19,18,"1,627",18.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
105,Richard Cresswell,eng ENG,FW,Sheffield Weds,21,1977,20,2,540,6,1,0,1,1,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
106,Jordi Cruyff,nl NED,"FW,MF",Manchester Utd,25,1974,8,1,268,3,3,0,3,3,0,0,0,0,1.01,0,1.01,1.01,1.01,Matches
107,Carlo Cudicini,it ITA,GK,Chelsea,25,1973,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
108,Nick Culkin,eng ENG,GK,Manchester Utd,21,1978,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
109,Micky Cummins,ie IRL,MF,Middlesbrough,21,1978,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
110,Kenny Cunningham,ie IRL,DF,Wimbledon,28,1971,37,37,"3,269",36.3,0,4,4,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
111,John Curtis,eng ENG,DF,Manchester Utd,20,1978,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
112,Neil Cutler,eng ENG,GK,Aston Villa,22,1976,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
113,Nikos Dabizas,gr GRE,DF,Newcastle Utd,25,1973,29,29,"2,568",28.5,4,0,4,4,0,0,6,1,0.14,0,0.14,0.14,0.14,Matches
114,Samuele Dalla Bona,it ITA,MF,Chelsea,18,1981,2,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
115,Kevin Davies,eng ENG,FW,Southampton,22,1977,23,19,"1,807",20.1,6,3,9,6,0,0,7,1,0.3,0.15,0.45,0.3,0.45,Matches
116,Simon Davies,wls WAL,MF,Tottenham,19,1979,3,1,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
117,Aidan Davison,nir NIR,GK,Bradford City,31,1968,6,5,466,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
118,Chris Day,eng ENG,GK,Watford,24,1975,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,Gilles De Bilde,be BEL,FW,Sheffield Weds,28,1971,38,37,"3,042",33.8,10,3,13,8,2,3,3,0,0.3,0.09,0.38,0.24,0.33,Matches
120,Brian Deane,eng ENG,FW,Middlesbrough,31,1968,29,29,"2,589",28.8,9,4,13,8,1,1,5,0,0.31,0.14,0.45,0.28,0.42,Matches
121,Mark Delaney,wls WAL,DF,Aston Villa,23,1976,28,25,"2,292",25.5,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches
122,Rory Delap,ie IRL,MF,Derby County,23,1976,34,34,"2,923",32.5,8,4,12,8,0,0,5,1,0.25,0.12,0.37,0.25,0.37,Matches
123,Raimond van der Gouw,nl NED,GK,Manchester Utd,36,1963,14,11,"1,185",13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
124,Marcel Desailly,fr FRA,"DF,MF",Chelsea,30,1968,23,23,"1,937",21.5,1,0,1,1,0,0,2,1,0.05,0,0.05,0.05,0.05,Matches
125,Didier Deschamps,fr FRA,MF,Chelsea,30,1968,27,24,"2,054",22.8,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04,Matches
126,Paolo Di Canio,it ITA,FW,West Ham,31,1968,30,29,"2,617",29.1,16,13,29,14,2,2,6,0,0.55,0.45,1,0.48,0.93,Matches
127,Roberto Di Matteo,it ITA,MF,Chelsea,29,1970,18,14,"1,311",14.6,2,2,4,2,0,0,3,0,0.14,0.14,0.27,0.14,0.27,Matches
128,Danny Dichio,eng ENG,FW,Sunderland,24,1974,11,0,182,2,0,1,1,0,0,0,2,0,0,0.49,0.49,0,0.49,Matches
129,Lee Dixon,eng ENG,DF,Arsenal,35,1964,28,28,"2,467",27.4,4,1,5,4,0,0,3,0,0.15,0.04,0.18,0.15,0.18,Matches
130,Jason Dodd,eng ENG,DF,Southampton,28,1970,31,30,"2,701",30,0,2,2,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
131,Gary Doherty,ie IRL,"DF,FW",Tottenham,19,1980,2,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Didier Domi,fr FRA,DF,Newcastle Utd,21,1978,27,19,"1,836",20.4,3,3,6,3,0,0,2,0,0.15,0.15,0.29,0.15,0.29,Matches
133,José Dominguez,pt POR,MF,Tottenham,25,1974,12,2,375,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Simon Donnelly,sct SCO,"FW,MF",Sheffield Weds,24,1974,12,3,394,4.4,1,1,2,1,0,0,2,0,0.23,0.23,0.46,0.23,0.46,Matches
135,Tony Dorigo,eng ENG,DF,Derby County,33,1965,23,20,"1,673",18.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
136,Mark Draper,eng ENG,MF,Aston Villa,28,1970,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
137,John Dreyer,eng ENG,"DF,MF",Bradford City,36,1963,14,11,979,10.9,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
138,Richard Dryden,eng ENG,DF,Southampton,30,1969,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
139,Michael Duberry,eng ENG,DF,Leeds United,23,1975,13,12,"1,088",12.1,1,0,1,1,0,0,4,1,0.08,0,0.08,0.08,0.08,Matches
140,Dion Dublin,eng ENG,"DF,FW",Aston Villa,30,1969,26,23,"2,033",22.6,12,4,16,11,1,2,1,0,0.53,0.18,0.71,0.49,0.66,Matches
141,Lawrie Dudfield,eng ENG,FW,Leicester City,19,1980,2,0,58,0.6,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
142,Franck Dumas,fr FRA,"DF,MF",Newcastle Utd,31,1968,6,6,523,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
143,Richard Dunne,ie IRL,DF,Everton,19,1979,31,27,"2,325",25.8,0,0,0,0,0,0,6,2,0,0,0,0,0,Matches
144,Kieron Dyer,eng ENG,MF,Newcastle Utd,20,1978,30,27,"2,334",25.9,3,6,9,3,0,0,1,0,0.12,0.23,0.35,0.12,0.35,Matches
145,Darren Eadie,eng ENG,MF,Leicester City,24,1975,16,15,"1,278",14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Robbie Earle,jm JAM,MF,Wimbledon,34,1965,25,23,"1,923",21.4,3,0,3,3,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
147,Clint Easton,eng ENG,"DF,MF",Watford,21,1977,17,13,"1,096",12.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
148,Justin Edinburgh,eng ENG,DF,Tottenham,29,1969,8,7,638,7.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
149,Marc Edworthy,eng ENG,DF,Coventry City,26,1972,10,10,882,9.8,0,1,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
150,Trond Egil Soltvedt,no NOR,MF,Southampton,32,1967,24,17,"1,577",17.5,1,4,5,1,0,0,0,0,0.06,0.23,0.29,0.06,0.29,Matches
151,Ugo Ehiogu,eng ENG,DF,Aston Villa,26,1972,31,31,"2,766",30.7,1,0,1,1,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
152,Marcelino Elena,es ESP,DF,Newcastle Utd,27,1971,11,10,880,9.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
153,Matt Elliott,sct SCO,DF,Leicester City,30,1968,37,37,"3,330",37,6,4,10,6,0,0,2,0,0.16,0.11,0.27,0.16,0.27,Matches
154,Steve Elliott,eng ENG,DF,Derby County,20,1978,19,18,"1,521",16.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
155,Peter Enckelman,fi FIN,GK,Aston Villa,22,1977,10,9,849,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
156,Stefano Eranio,it ITA,MF,Derby County,32,1966,19,17,"1,388",15.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
157,Matthew Etherington,eng ENG,MF,Tottenham,17,1981,5,1,149,1.7,0,1,1,0,0,0,0,0,0,0.6,0.6,0,0.6,Matches
158,Jason Euell,jm JAM,"FW,MF",Wimbledon,22,1977,37,32,"2,994",33.3,4,5,9,4,0,0,8,1,0.12,0.15,0.27,0.12,0.27,Matches
159,John Eustace,eng ENG,MF,Coventry City,19,1979,16,12,"1,152",12.8,1,1,2,0,1,1,2,0,0.08,0.08,0.16,0,0.08,Matches
160,Graham Fenton,eng ENG,MF,Leicester City,25,1974,2,1,142,1.6,0,1,1,0,0,0,1,0,0,0.63,0.63,0,0.63,Matches
161,Les Ferdinand,eng ENG,FW,Tottenham,32,1966,9,5,449,5,2,0,2,2,0,0,2,0,0.4,0,0.4,0.4,0.4,Matches
162,Rio Ferdinand,eng ENG,DF,West Ham,20,1978,33,33,"2,959",32.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
163,Duncan Ferguson,sct SCO,FW,Newcastle Utd,27,1971,23,17,"1,537",17.1,6,1,7,6,0,0,1,0,0.35,0.06,0.41,0.35,0.41,Matches
164,Albert Ferrer,es ESP,DF,Chelsea,29,1970,25,24,"2,099",23.3,0,3,3,0,0,0,4,0,0,0.13,0.13,0,0.13,Matches
165,Gianluca Festa,it ITA,DF,Middlesbrough,30,1969,29,27,"2,469",27.4,2,1,3,2,0,0,6,1,0.07,0.04,0.11,0.07,0.11,Matches
166,Ian Feuer,us USA,GK,West Ham,28,1971,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
167,Curtis Fleming,ie IRL,DF,Middlesbrough,30,1968,27,27,"2,346",26.1,0,1,1,0,0,0,6,0,0,0.04,0.04,0,0.04,Matches
168,Tim Flowers,eng ENG,GK,Leicester City,32,1967,29,29,"2,447",27.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
169,Marc-Vivien Foé,cm CMR,MF,West Ham,24,1975,25,25,"2,230",24.8,1,2,3,1,0,0,6,2,0.04,0.08,0.12,0.04,0.12,Matches
170,Dominic Foley,ie IRL,FW,Watford,23,1976,12,5,448,5,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
171,Craig Forrest,ca CAN,GK,West Ham,31,1967,11,9,937,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Quinton Fortune,za RSA,MF,Manchester Utd,22,1977,6,4,370,4.1,2,1,3,2,0,0,0,0,0.49,0.24,0.73,0.49,0.73,Matches
173,Robbie Fowler,eng ENG,FW,Liverpool,24,1975,14,8,814,9,3,0,3,3,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
174,Ruel Fox,ms MSR,MF,Tottenham,31,1968,3,1,99,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
175,Damien Francis,jm JAM,MF,Wimbledon,20,1979,9,1,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
176,Carsten Fredgaard,dk DEN,MF,Sunderland,23,1976,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
177,Steffen Freund,de GER,MF,Tottenham,29,1970,26,24,"2,145",23.8,0,2,2,0,0,0,9,0,0,0.08,0.08,0,0.08,Matches
178,Brad Friedel,us USA,GK,Liverpool,28,1971,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
