Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
17,Morgan Amalfitano,fr FRA,MF,West Brom,28,1985,28,26,"2,140",23.8,4,3,7,4,0,0,3,0,0.17,0.13,0.29,0.17,0.29,Matches
18,Jordi Amat,id IDN,DF,Swansea City,21,1992,17,13,"1,248",13.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
19,Sammy Ameobi,eng ENG,"FW,MF",Newcastle Utd,21,1992,10,4,376,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
20,Shola Ameobi,ng NGA,FW,Newcastle Utd,31,1981,26,14,"1,287",14.3,2,0,2,2,0,0,3,1,0.14,0,0.14,0.14,0.14,Matches
21,Fernando Amorebieta,ve VEN,DF,Fulham,28,1985,23,20,"1,847",20.5,1,0,1,1,0,0,5,1,0.05,0,0.05,0.05,0.05,Matches
22,Anderson,br BRA,MF,Manchester Utd,25,1988,4,2,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
23,Nicolas Anelka,fr FRA,FW,West Brom,34,1979,12,11,849,9.4,2,0,2,2,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
24,Victor Anichebe,ng NGA,FW,West Brom,25,1988,24,11,"1,220",13.6,3,3,6,3,0,0,3,0,0.22,0.22,0.44,0.22,0.44,Matches
25,Victor Anichebe,ng NGA,FW,Everton,25,1988,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
26,Vurnon Anita,cw CUW,"DF,MF",Newcastle Utd,24,1989,34,28,"2,457",27.3,1,1,2,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,Matches
27,Pablo Armero,co COL,"DF,MF",West Ham,26,1986,5,3,323,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
28,Adam Armstrong,eng ENG,"FW,MF",Newcastle Utd,16,1997,4,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
29,Marko Arnautović,at AUT,"FW,MF",Stoke City,24,1989,30,27,"2,247",25,4,7,11,3,1,1,3,0,0.16,0.28,0.44,0.12,0.4,Matches
30,John Arne Riise,no NOR,"DF,MF",Fulham,32,1980,20,17,"1,488",16.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
31,Mikel Arteta,es ESP,MF,Arsenal,31,1982,31,27,"2,408",26.8,2,0,2,0,2,2,3,1,0.07,0,0.07,0,0,Matches
32,Iago Aspas,es ESP,"FW,MF",Liverpool,25,1987,14,5,383,4.3,0,1,1,0,0,0,3,0,0,0.23,0.23,0,0.23,Matches
33,Oussama Assaidi,ma MAR,"FW,MF",Stoke City,24,1988,19,12,"1,113",12.4,4,0,4,4,0,0,1,0,0.32,0,0.32,0.32,0.32,Matches
34,César Azpilicueta,es ESP,"DF,MF",Chelsea,23,1989,29,26,"2,325",25.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
35,Demba Ba,sn SEN,FW,Chelsea,28,1985,19,5,669,7.4,5,1,6,5,0,0,0,0,0.67,0.13,0.81,0.67,0.81,Matches
36,El-Hadji Ba,mr MTN,MF,Sunderland,20,1993,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
37,Leandro Bacuna,cw CUW,"DF,MF",Aston Villa,21,1991,35,28,"2,599",28.9,5,1,6,5,0,0,6,0,0.17,0.03,0.21,0.17,0.21,Matches
38,Leighton Baines,eng ENG,DF,Everton,28,1984,32,32,"2,838",31.5,5,4,9,2,3,3,6,0,0.16,0.13,0.29,0.06,0.19,Matches
39,Nathan Baker,eng ENG,DF,Aston Villa,22,1991,30,29,"2,477",27.5,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
40,Barry Bannan,sct SCO,MF,Crystal Palace,23,1989,15,13,997,11.1,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches
41,Phil Bardsley,sct SCO,DF,Sunderland,28,1985,26,26,"2,242",24.9,2,0,2,2,0,0,8,0,0.08,0,0.08,0.08,0.08,Matches
42,Ross Barkley,eng ENG,MF,Everton,19,1993,34,25,"2,282",25.4,6,0,6,6,0,0,5,0,0.24,0,0.24,0.24,0.24,Matches
43,Gareth Barry,eng ENG,MF,Everton,32,1981,32,32,"2,848",31.6,3,4,7,3,0,0,10,0,0.09,0.13,0.22,0.09,0.22,Matches
44,Kyle Bartley,eng ENG,DF,Swansea City,22,1991,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
45,Sébastien Bassong,cm CMR,DF,Norwich City,27,1986,27,27,"2,377",26.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
46,Luciano Becchio,ar ARG,FW,Norwich City,29,1983,5,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
47,Asmir Begović,ba BIH,GK,Stoke City,26,1987,32,32,"2,880",32,1,0,1,1,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
48,Craig Bellamy,wls WAL,FW,Cardiff City,34,1979,22,13,"1,255",13.9,2,1,3,2,0,0,3,0,0.14,0.07,0.22,0.14,0.22,Matches
49,Hatem Ben Arfa,fr FRA,"FW,MF",Newcastle Utd,26,1987,27,13,"1,312",14.6,3,3,6,2,1,1,1,0,0.21,0.21,0.41,0.14,0.34,Matches
50,Nicklas Bendtner,dk DEN,FW,Arsenal,25,1988,9,1,163,1.8,2,0,2,2,0,0,0,0,1.1,0,1.1,1.1,1.1,Matches
51,Elliott Bennett,eng ENG,"DF,MF",Norwich City,24,1988,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
52,Joe Bennett,eng ENG,"DF,MF",Aston Villa,23,1990,5,3,243,2.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
53,Ryan Bennett,eng ENG,DF,Norwich City,23,1990,16,14,"1,350",15,1,0,1,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
54,Darren Bent,eng ENG,FW,Fulham,29,1984,24,11,"1,247",13.9,3,2,5,3,0,0,0,0,0.22,0.14,0.36,0.22,0.36,Matches
55,Nabil Bentaleb,dz ALG,MF,Tottenham,18,1994,15,11,"1,071",11.9,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
56,Christian Benteke,be BEL,FW,Aston Villa,22,1990,26,24,"2,126",23.6,10,2,12,8,2,4,4,0,0.42,0.08,0.51,0.34,0.42,Matches
57,Saido Berahino,bi BDI,"FW,MF",West Brom,19,1993,32,11,"1,418",15.8,5,1,6,4,1,1,0,0,0.32,0.06,0.38,0.25,0.32,Matches
58,Dimitar Berbatov,bg BUL,FW,Fulham,32,1981,18,18,"1,564",17.4,4,1,5,2,2,2,3,0,0.23,0.06,0.29,0.12,0.17,Matches
59,Ryan Bertrand,eng ENG,"DF,MF",Aston Villa,23,1989,16,16,"1,386",15.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
60,Ryan Bertrand,eng ENG,"DF,MF",Chelsea,23,1989,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
61,Thievy Bifouma,cg CGO,"FW,MF",West Brom,21,1992,6,3,252,2.8,2,0,2,2,0,0,0,0,0.71,0,0.71,0.71,0.71,Matches
62,Kim Bo-kyung,kr KOR,MF,Cardiff City,23,1989,28,21,"1,672",18.6,1,0,1,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
63,Derek Boateng,gh GHA,MF,Fulham,30,1983,3,2,154,1.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
64,Yannick Bolasie,cd COD,"FW,MF",Crystal Palace,24,1989,29,23,"2,030",22.6,0,4,4,0,0,0,1,1,0,0.18,0.18,0,0.18,Matches
65,Wilfried Bony,ci CIV,FW,Swansea City,24,1988,34,27,"2,470",27.4,16,4,20,12,4,4,4,0,0.58,0.15,0.73,0.44,0.58,Matches
66,Fabio Borini,it ITA,"FW,MF",Sunderland,22,1991,32,25,"2,142",23.8,7,2,9,4,3,3,6,0,0.29,0.08,0.38,0.17,0.25,Matches
67,Marco Borriello,it ITA,FW,West Ham,31,1982,2,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
68,Artur Boruc,pl POL,GK,Southampton,33,1980,29,29,"2,577",28.6,0,1,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
69,Jordan Bowery,eng ENG,"DF,FW",Aston Villa,22,1991,9,2,239,2.7,0,1,1,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
70,Dedryck Boyata,be BEL,DF,Manchester City,22,1990,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
71,George Boyd,sct SCO,"FW,MF",Hull City,27,1985,29,9,"1,211",13.5,2,2,4,2,0,0,2,0,0.15,0.15,0.3,0.15,0.3,Matches
72,Robbie Brady,ie IRL,"DF,FW",Hull City,21,1992,16,11,889,9.9,3,1,4,1,2,2,2,0,0.3,0.1,0.4,0.1,0.2,Matches
73,Liam Bridcutt,sct SCO,"DF,MF",Sunderland,24,1989,12,9,849,9.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
74,Matthew Briggs,gy GUY,DF,Fulham,22,1991,2,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
75,Leon Britton,eng ENG,MF,Swansea City,30,1982,25,23,"2,018",22.4,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
76,Wes Brown,eng ENG,DF,Sunderland,33,1979,25,24,"2,065",22.9,0,1,1,0,0,0,2,3,0,0.04,0.04,0,0.04,Matches
77,Alex Bruce,nir NIR,DF,Hull City,28,1984,20,19,"1,589",17.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
78,Chris Brunt,nir NIR,"DF,MF",West Brom,28,1984,28,25,"2,244",24.9,3,5,8,3,0,0,7,0,0.12,0.2,0.32,0.12,0.32,Matches
79,Dan Burn,eng ENG,DF,Fulham,21,1992,9,6,607,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
80,Jack Butland,eng ENG,GK,Stoke City,20,1993,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
81,Alexander Büttner,nl NED,"DF,MF",Manchester Utd,24,1989,8,5,500,5.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
82,Yohan Cabaye,fr FRA,MF,Newcastle Utd,27,1986,19,17,"1,503",16.7,7,2,9,7,0,0,5,0,0.42,0.12,0.54,0.42,0.54,Matches
83,Cabral,ch SUI,MF,Sunderland,24,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,Gary Cahill,eng ENG,DF,Chelsea,27,1985,30,29,"2,624",29.2,1,1,2,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,Matches
85,Cala,es ESP,DF,Cardiff City,23,1989,7,7,585,6.5,2,0,2,2,0,0,3,1,0.31,0,0.31,0.31,0.31,Matches
86,Geoff Cameron,us USA,"DF,MF",Stoke City,28,1985,37,37,"3,285",36.5,2,1,3,2,0,0,7,0,0.05,0.03,0.08,0.05,0.08,Matches
87,José Campaña,es ESP,MF,Crystal Palace,20,1993,6,4,308,3.4,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches
88,Fraizer Campbell,eng ENG,FW,Cardiff City,25,1987,37,32,"2,762",30.7,6,2,8,6,0,0,4,0,0.2,0.07,0.26,0.2,0.26,Matches
89,José Cañas,es ESP,MF,Swansea City,26,1987,23,19,"1,666",18.5,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
90,Étienne Capoue,fr FRA,MF,Tottenham,25,1988,12,8,686,7.6,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
91,João Carlos Teixeira,pt POR,MF,Liverpool,20,1993,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
92,Michael Carrick,eng ENG,MF,Manchester Utd,32,1981,29,26,"2,415",26.8,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
93,Andy Carroll,eng ENG,FW,West Ham,24,1989,15,12,"1,091",12.1,2,4,6,2,0,0,0,1,0.16,0.33,0.49,0.16,0.49,Matches
94,Lee Cattermole,eng ENG,MF,Sunderland,25,1988,24,21,"1,753",19.5,1,0,1,1,0,0,5,1,0.05,0,0.05,0.05,0.05,Matches
95,Steven Caulker,sl SLE,DF,Cardiff City,21,1991,38,38,"3,420",38,5,0,5,5,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
96,Santi Cazorla,es ESP,MF,Arsenal,28,1984,31,30,"2,587",28.7,4,8,12,4,0,0,2,0,0.14,0.28,0.42,0.14,0.42,Matches
97,Petr Čech,cz CZE,GK,Chelsea,31,1982,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
98,Ondřej Čelůstka,cz CZE,DF,Sunderland,24,1989,21,14,"1,338",14.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
99,Nacer Chadli,be BEL,"FW,MF",Tottenham,23,1989,24,15,"1,453",16.1,1,3,4,1,0,0,1,0,0.06,0.19,0.25,0.06,0.25,Matches
100,Marouane Chamakh,ma MAR,FW,Crystal Palace,29,1984,32,27,"2,294",25.5,5,2,7,4,1,1,9,0,0.2,0.08,0.27,0.16,0.24,Matches
101,Calum Chambers,eng ENG,"DF,MF",Southampton,18,1995,22,18,"1,641",18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
102,James Chester,wls WAL,DF,Hull City,24,1989,24,22,"1,867",20.7,1,0,1,1,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
103,Vlad Chiricheș,ro ROU,DF,Tottenham,23,1989,17,16,"1,413",15.7,1,0,1,1,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
104,Papiss Cissé,sn SEN,FW,Newcastle Utd,28,1985,24,15,"1,384",15.4,2,2,4,1,1,1,0,0,0.13,0.13,0.26,0.07,0.2,Matches
105,Aly Cissokho,fr FRA,DF,Liverpool,25,1987,15,12,"1,090",12.1,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
106,Ciaran Clark,ie IRL,"DF,MF",Aston Villa,23,1989,27,23,"2,203",24.5,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
107,Tom Cleverley,eng ENG,MF,Manchester Utd,23,1989,22,18,"1,577",17.5,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
108,Gaël Clichy,fr FRA,DF,Manchester City,28,1985,20,18,"1,662",18.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
109,Nathaniel Clyne,eng ENG,DF,Southampton,22,1991,25,20,"1,862",20.7,0,4,4,0,0,0,3,0,0,0.19,0.19,0,0.19,Matches
110,Jack Colback,eng ENG,"DF,MF",Sunderland,23,1989,33,28,"2,423",26.9,3,2,5,3,0,0,6,0,0.11,0.07,0.19,0.11,0.19,Matches
111,Ashley Cole,eng ENG,DF,Chelsea,32,1980,17,15,"1,386",15.4,0,2,2,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
112,Carlton Cole,eng ENG,FW,West Ham,29,1983,26,9,856,9.5,6,0,6,6,0,0,1,0,0.63,0,0.63,0.63,0.63,Matches
113,Joe Cole,eng ENG,MF,West Ham,31,1981,20,6,749,8.3,3,0,3,3,0,0,2,0,0.36,0,0.36,0.36,0.36,Matches
114,Larnell Cole,eng ENG,MF,Fulham,20,1993,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
115,Séamus Coleman,ie IRL,"DF,MF",Everton,24,1988,36,36,"3,228",35.9,6,2,8,6,0,0,3,0,0.17,0.06,0.22,0.17,0.22,Matches
116,James Collins,wls WAL,DF,West Ham,29,1983,24,22,"1,898",21.1,1,0,1,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
117,Jack Collison,wls WAL,MF,West Ham,24,1988,10,6,462,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
118,Fabricio Coloccini,ar ARG,"DF,MF",Newcastle Utd,31,1982,27,27,"2,404",26.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
119,Matthew Connolly,eng ENG,DF,Cardiff City,25,1987,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
120,Jack Cork,eng ENG,"DF,MF",Southampton,24,1989,28,21,"1,732",19.2,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
121,Andreas Cornelius,dk DEN,FW,Cardiff City,20,1993,8,0,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
122,Philippe Coutinho,br BRA,"FW,MF",Liverpool,21,1992,33,28,"2,325",25.8,5,7,12,5,0,0,1,0,0.19,0.27,0.46,0.19,0.46,Matches
123,Don Cowie,sct SCO,MF,Cardiff City,30,1983,18,10,967,10.7,0,2,2,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
124,Peter Crouch,eng ENG,FW,Stoke City,32,1981,34,30,"2,639",29.3,7,5,12,7,0,0,7,0,0.24,0.17,0.41,0.24,0.41,Matches
125,Carlos Cuéllar,es ESP,DF,Sunderland,31,1981,4,4,341,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
126,Luke Daniels,eng ENG,GK,West Brom,25,1988,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
127,Scott Dann,eng ENG,DF,Crystal Palace,26,1987,14,14,"1,260",14,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
128,Chris David,nl NED,"FW,MF",Fulham,20,1993,1,0,68,0.8,1,0,1,1,0,0,1,0,1.32,0,1.32,1.32,1.32,Matches
129,Ben Davies,wls WAL,"DF,MF",Swansea City,20,1993,34,32,"2,874",31.9,2,1,3,2,0,0,3,0,0.06,0.03,0.09,0.06,0.09,Matches
130,Curtis Davies,eng ENG,DF,Hull City,28,1985,37,37,"3,325",36.9,2,1,3,2,0,0,6,0,0.05,0.03,0.08,0.05,0.08,Matches
131,Kelvin Davis,eng ENG,GK,Southampton,36,1976,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Steven Davis,nir NIR,MF,Southampton,28,1985,34,28,"2,493",27.7,2,7,9,2,0,0,3,0,0.07,0.25,0.32,0.07,0.32,Matches
133,Craig Dawson,eng ENG,DF,West Brom,23,1990,12,10,950,10.6,0,2,2,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
134,Michael Dawson,eng ENG,DF,Tottenham,29,1983,32,31,"2,838",31.5,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
135,Kevin De Bruyne,be BEL,"FW,MF",Chelsea,22,1991,3,2,131,1.5,0,1,1,0,0,0,1,0,0,0.69,0.69,0,0.69,Matches
136,Mathieu Debuchy,fr FRA,DF,Newcastle Utd,28,1985,29,28,"2,491",27.7,1,3,4,1,0,0,8,1,0.04,0.11,0.14,0.04,0.14,Matches
137,Jermain Defoe,eng ENG,FW,Tottenham,30,1982,14,3,434,4.8,1,0,1,1,0,0,1,0,0.21,0,0.21,0.21,0.21,Matches
138,Ashkan Dejagah,ir IRN,"FW,MF",Fulham,27,1986,22,13,"1,300",14.4,5,2,7,5,0,0,5,0,0.35,0.14,0.48,0.35,0.48,Matches
139,Damien Delaney,ie IRL,DF,Crystal Palace,32,1981,37,37,"3,285",36.5,1,1,2,1,0,0,9,0,0.03,0.03,0.05,0.03,0.05,Matches
140,Fabian Delph,eng ENG,"DF,MF",Aston Villa,23,1989,34,33,"3,004",33.4,3,2,5,3,0,0,7,0,0.09,0.06,0.15,0.09,0.15,Matches
141,Mousa Dembélé,be BEL,MF,Tottenham,26,1987,28,22,"1,815",20.2,1,1,2,1,0,0,5,0,0.05,0.05,0.1,0.05,0.1,Matches
142,Moussa Dembélé,fr FRA,FW,Fulham,17,1996,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
143,Guy Demel,ci CIV,"DF,MF",West Ham,32,1981,32,30,"2,635",29.3,1,0,1,1,0,0,3,0,0.03,0,0.03,0.03,0.03,Matches
144,Martín Demichelis,ar ARG,"DF,MF",Manchester City,32,1980,27,27,"2,430",27,2,1,3,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11,Matches
145,Clint Dempsey,us USA,"FW,MF",Fulham,30,1983,5,4,354,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Gerard Deulofeu,es ESP,"FW,MF",Everton,19,1994,25,9,900,10,3,3,6,3,0,0,1,0,0.3,0.3,0.6,0.3,0.6,Matches
147,Abou Diaby,fr FRA,MF,Arsenal,27,1986,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
148,Modibo Diakité,fr FRA,DF,Sunderland,26,1987,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Mohamed Diamé,sn SEN,MF,West Ham,26,1987,35,29,"2,476",27.5,4,2,6,4,0,0,4,0,0.15,0.07,0.22,0.15,0.22,Matches
150,Alou Diarra,fr FRA,MF,West Ham,32,1981,3,1,115,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
151,Mahamadou Diarra,ml MLI,MF,Fulham,32,1981,4,4,336,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
152,Kagisho Dikgacoi,za RSA,MF,Crystal Palace,28,1984,26,25,"1,950",21.7,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
153,Sylvain Distin,fr FRA,DF,Everton,35,1977,33,33,"2,924",32.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
154,Stephen Dobbie,sct SCO,FW,Crystal Palace,30,1982,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
155,Ji Dong-won,kr KOR,"FW,MF",Sunderland,22,1991,5,2,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
156,Graham Dorrans,sct SCO,"FW,MF",West Brom,26,1987,14,12,"1,104",12.3,2,0,2,2,0,0,4,0,0.16,0,0.16,0.16,0.16,Matches
157,Andrea Dossena,it ITA,"DF,MF",Sunderland,31,1981,7,6,489,5.4,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
158,Stewart Downing,eng ENG,"FW,MF",West Ham,29,1984,32,29,"2,507",27.9,1,2,3,1,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches
159,Damien Duff,ie IRL,"FW,MF",Fulham,34,1979,15,9,693,7.7,0,3,3,0,0,0,1,0,0,0.39,0.39,0,0.39,Matches
160,Paul Dummett,wls WAL,DF,Newcastle Utd,21,1991,18,11,"1,144",12.7,1,0,1,1,0,0,1,1,0.08,0,0.08,0.08,0.08,Matches
161,Nathan Dyer,eng ENG,"FW,MF",Swansea City,25,1987,27,19,"1,748",19.4,6,2,8,6,0,0,1,0,0.31,0.1,0.41,0.31,0.41,Matches
162,Edin Džeko,ba BIH,FW,Manchester City,27,1986,31,23,"1,986",22.1,16,1,17,16,0,0,4,0,0.73,0.05,0.77,0.73,0.77,Matches
163,Rob Elliot,ie IRL,GK,Newcastle Utd,27,1986,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
164,Johan Elmander,se SWE,FW,Norwich City,32,1981,29,16,"1,489",16.5,1,4,5,1,0,0,3,0,0.06,0.24,0.3,0.06,0.3,Matches
165,Ahmed Elmohamady,eg EGY,"DF,MF",Hull City,25,1987,38,38,"3,325",36.9,2,2,4,2,0,0,3,0,0.05,0.05,0.11,0.05,0.11,Matches
166,Marvin Emnes,nl NED,"FW,MF",Swansea City,25,1988,7,2,139,1.5,1,0,1,1,0,0,2,0,0.65,0,0.65,0.65,0.65,Matches
167,José Enrique,es ESP,DF,Liverpool,27,1986,8,6,604,6.7,0,2,2,0,0,0,0,0,0,0.3,0.3,0,0.3,Matches
168,Christian Eriksen,dk DEN,"FW,MF",Tottenham,21,1992,25,23,"1,976",22,7,8,15,7,0,0,3,0,0.32,0.36,0.68,0.32,0.68,Matches
169,Michael Essien,gh GHA,"DF,MF",Chelsea,30,1982,5,2,149,1.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
170,Matthew Etherington,eng ENG,MF,Stoke City,31,1981,11,5,420,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
171,Samuel Eto'o,cm CMR,FW,Chelsea,32,1981,21,16,"1,298",14.4,9,2,11,9,0,0,1,0,0.62,0.14,0.76,0.62,0.76,Matches
172,Jonny Evans,nir NIR,DF,Manchester Utd,25,1988,17,17,"1,375",15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Patrice Evra,fr FRA,DF,Manchester Utd,32,1981,33,33,"2,880",32,1,3,4,1,0,0,2,0,0.03,0.09,0.12,0.03,0.12,Matches
174,Łukasz Fabiański,pl POL,GK,Arsenal,28,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
