Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
19,Peter Atherton,eng ENG,"DF,MF",Sheffield Weds,28,1970,38,38,"3,412",37.9,2,1,3,2,0,0,5,1,0.05,0.03,0.08,0.05,0.08,Matches
20,Espen Baardsen,no NOR,GK,Tottenham,20,1977,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
21,Celestine Babayaro,ng NGA,"DF,MF",Chelsea,19,1978,28,26,"2,281",25.3,3,2,5,3,0,0,6,0,0.12,0.08,0.2,0.12,0.2,Matches
22,Phil Babb,ie IRL,DF,Liverpool,27,1970,25,24,"2,091",23.2,0,1,1,0,0,0,6,0,0,0.04,0.04,0,0.04,Matches
23,Francesco Baiano,it ITA,FW,Derby County,30,1968,22,17,"1,214",13.5,4,1,5,2,2,2,2,0,0.3,0.07,0.37,0.15,0.22,Matches
24,Ibrahima Bakayoko,ci CIV,FW,Everton,21,1976,23,17,"1,435",15.9,4,0,4,4,0,1,3,0,0.25,0,0.25,0.25,0.25,Matches
25,Steve Baker,eng ENG,DF,Middlesbrough,19,1978,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
26,Michael Ball,eng ENG,DF,Everton,18,1979,37,36,"3,255",36.2,3,5,8,0,3,4,8,0,0.08,0.14,0.22,0,0.14,Matches
27,Nick Barmby,eng ENG,"FW,MF",Everton,24,1974,24,20,"1,635",18.2,3,3,6,3,0,0,4,0,0.17,0.17,0.33,0.17,0.33,Matches
28,John Barnes,eng ENG,"DF,FW",Charlton Ath,34,1963,12,2,451,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
29,John Barnes,eng ENG,"DF,FW",Newcastle Utd,34,1963,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
30,Anthony Barness,eng ENG,DF,Charlton Ath,25,1973,3,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
31,Earl Barrett,eng ENG,DF,Sheffield Weds,31,1967,5,0,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
32,Gareth Barry,eng ENG,MF,Aston Villa,17,1981,32,27,"2,439",27.1,2,1,3,2,0,0,3,0,0.07,0.04,0.11,0.07,0.11,Matches
33,Chris Bart-Williams,eng ENG,"DF,MF",Nott'ham Forest,24,1974,24,20,"1,794",19.9,3,1,4,3,0,0,4,0,0.15,0.05,0.2,0.15,0.2,Matches
34,Warren Barton,eng ENG,DF,Newcastle Utd,29,1969,24,17,"1,680",18.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
35,Steve Basham,eng ENG,FW,Southampton,20,1977,4,0,85,0.9,1,0,1,1,0,0,0,0,1.06,0,1.06,1.06,1.06,Matches
36,David Batty,eng ENG,MF,Leeds United,29,1968,10,10,881,9.8,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
37,David Batty,eng ENG,MF,Newcastle Utd,29,1968,8,6,601,6.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
38,Dave Beasant,eng ENG,GK,Nott'ham Forest,39,1959,26,26,"2,340",26,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
39,James Beattie,eng ENG,FW,Southampton,20,1978,35,22,"2,193",24.4,5,7,12,5,0,0,4,0,0.21,0.29,0.49,0.21,0.49,Matches
40,Mikkel Beck,dk DEN,FW,Derby County,25,1973,7,6,448,5,1,0,1,,,,0,0,0.2,0,0.2,,,Matches
41,Mikkel Beck,dk DEN,FW,Middlesbrough,25,1973,27,13,"1,343",14.9,5,4,9,,,,2,0,0.34,0.27,0.6,,,Matches
42,David Beckham,eng ENG,MF,Manchester Utd,23,1975,34,33,"2,884",32,6,11,17,6,0,0,5,0,0.19,0.34,0.53,0.19,0.53,Matches
43,David Beharall,eng ENG,DF,Newcastle Utd,19,1979,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
44,Francis Benali,eng ENG,DF,Southampton,29,1968,23,19,"1,808",20.1,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
45,John Beresford,eng ENG,DF,Southampton,31,1966,4,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
46,Marlon Beresford,eng ENG,GK,Middlesbrough,28,1969,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
47,Henning Berg,no NOR,DF,Manchester Utd,28,1969,16,10,"1,087",12.1,0,2,2,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
48,Patrik Berger,cz CZE,MF,Liverpool,24,1973,32,30,"2,573",28.6,7,4,11,7,0,0,4,0,0.24,0.14,0.38,0.24,0.38,Matches
49,Dennis Bergkamp,nl NED,FW,Arsenal,29,1969,29,28,"2,409",26.8,12,13,25,10,2,4,5,0,0.45,0.49,0.93,0.37,0.86,Matches
50,Eyal Berkovic,il ISR,MF,West Ham,26,1972,30,28,"2,358",26.2,3,10,13,3,0,0,3,0,0.11,0.38,0.5,0.11,0.5,Matches
51,Nicola Berti,it ITA,MF,Tottenham,31,1967,4,4,311,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
52,Slaven Bilić,hr CRO,DF,Everton,29,1968,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
53,Dean Blackwell,eng ENG,DF,Wimbledon,28,1969,28,27,"2,388",26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Nathan Blake,wls WAL,FW,Blackburn,26,1972,11,9,867,9.6,3,0,3,3,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
55,Jesper Blomqvist,se SWE,"DF,MF",Manchester Utd,24,1974,25,20,"1,635",18.2,1,3,4,1,0,0,2,0,0.06,0.17,0.22,0.06,0.22,Matches
56,Luís Boa Morte,pt POR,"FW,MF",Arsenal,20,1977,8,2,278,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,George Boateng,nl NED,MF,Coventry City,22,1975,32,29,"2,627",29.2,4,6,10,4,0,0,10,0,0.14,0.21,0.34,0.14,0.34,Matches
58,Paul Boertien,eng ENG,DF,Derby County,19,1979,1,0,10,0.1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
59,Lars Bohinen,no NOR,MF,Derby County,28,1969,32,29,"2,525",28.1,0,5,5,0,0,0,6,0,0,0.18,0.18,0,0.18,Matches
60,Thierry Bonalair,fr FRA,DF,Nott'ham Forest,32,1966,28,24,"2,167",24.1,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches
61,Andy Booth,eng ENG,FW,Sheffield Weds,24,1973,34,34,"2,910",32.3,6,2,8,6,0,0,7,0,0.19,0.06,0.25,0.19,0.25,Matches
62,Vassilios Borbokis,gr GRE,DF,Derby County,29,1969,4,3,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
63,Mark Bosnich,au AUS,GK,Aston Villa,26,1972,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
64,Steve Bould,eng ENG,DF,Arsenal,35,1962,19,14,"1,288",14.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
65,Mark Bowen,wls WAL,DF,Charlton Ath,34,1963,6,2,258,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
66,Lee Bowyer,eng ENG,MF,Leeds United,21,1977,35,35,"3,140",34.9,9,2,11,9,0,0,8,0,0.26,0.06,0.32,0.26,0.32,Matches
67,Shayne Bradley,eng ENG,FW,Southampton,18,1979,3,0,22,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
68,Garry Brady,sct SCO,MF,Newcastle Utd,21,1976,9,3,335,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
69,Marco Branca,it ITA,FW,Middlesbrough,33,1965,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
70,Michael Branch,eng ENG,FW,Everton,19,1978,7,1,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
71,Tim Breacker,eng ENG,DF,West Ham,33,1965,3,2,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
72,Gary Breen,ie IRL,DF,Coventry City,24,1973,25,21,"1,885",20.9,1,1,2,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,Matches
73,Wayne Bridge,eng ENG,DF,Southampton,17,1980,23,15,"1,415",15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
74,Marc Bridge-Wilkinson,eng ENG,MF,Derby County,19,1979,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
75,Mark Bright,eng ENG,FW,Charlton Ath,36,1962,5,1,123,1.4,1,0,1,1,0,0,0,0,0.73,0,0.73,0.73,0.73,Matches
76,Lee Briscoe,eng ENG,"DF,MF",Sheffield Weds,22,1975,16,5,673,7.5,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
77,Marlon Broomes,eng ENG,DF,Blackburn,20,1977,14,9,992,11,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
78,Steve Brown,eng ENG,DF,Charlton Ath,26,1972,18,13,"1,248",13.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
79,Wes Brown,eng ENG,DF,Manchester Utd,18,1979,14,11,947,10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
80,David Burrows,eng ENG,DF,Coventry City,29,1968,23,23,"1,829",20.3,0,1,1,0,0,0,7,0,0,0.05,0.05,0,0.05,Matches
81,Deon Burton,jm JAM,FW,Derby County,21,1976,21,14,"1,229",13.7,9,0,9,9,0,0,3,0,0.66,0,0.66,0.66,0.66,Matches
82,Nicky Butt,eng ENG,"DF,MF",Manchester Utd,23,1975,31,22,"2,046",22.7,2,3,5,2,0,0,3,1,0.09,0.13,0.22,0.09,0.22,Matches
83,Fabián Caballero,ar ARG,FW,Arsenal,20,1978,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,Danny Cadamarteri,eng ENG,FW,Everton,18,1979,30,11,"1,524",16.9,4,1,5,4,0,0,6,0,0.24,0.06,0.3,0.24,0.3,Matches
85,Colin Calderwood,sct SCO,DF,Tottenham,33,1965,12,11,953,10.6,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
86,Colin Calderwood,sct SCO,DF,Aston Villa,33,1965,8,7,678,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
87,Andy Campbell,eng ENG,FW,Middlesbrough,19,1979,8,1,162,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
88,Kevin Campbell,eng ENG,FW,Everton,28,1970,8,8,692,7.7,9,2,11,9,0,0,1,0,1.17,0.26,1.43,1.17,1.43,Matches
89,Sol Campbell,eng ENG,"DF,FW",Tottenham,23,1974,37,37,"3,330",37,6,0,6,6,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
90,Stuart Campbell,sct SCO,MF,Leicester City,20,1977,12,1,411,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
91,Horacio Carbonari,ar ARG,DF,Derby County,24,1974,29,28,"2,467",27.4,5,0,5,5,0,0,4,0,0.18,0,0.18,0.18,0.18,Matches
92,Benito Carbone,it ITA,FW,Sheffield Weds,26,1971,31,31,"2,710",30.1,8,6,14,7,1,2,9,0,0.27,0.2,0.46,0.23,0.43,Matches
93,Stephen Carr,ie IRL,DF,Tottenham,21,1976,37,37,"3,321",36.9,0,3,3,0,0,0,4,0,0,0.08,0.08,0,0.08,Matches
94,Jamie Carragher,eng ENG,"DF,MF",Liverpool,20,1978,34,34,"2,984",33.2,1,3,4,1,0,0,5,1,0.03,0.09,0.12,0.03,0.12,Matches
95,Lee Carsley,ie IRL,MF,Derby County,24,1974,22,20,"1,922",21.4,1,1,2,,,,6,0,0.05,0.05,0.09,,,Matches
96,Lee Carsley,ie IRL,MF,Blackburn,24,1974,8,7,636,7.1,0,0,0,,,,1,0,0,0,0,,,Matches
97,Pierluigi Casiraghi,it ITA,FW,Chelsea,29,1969,10,10,724,8,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
98,Stewart Castledine,eng ENG,MF,Wimbledon,25,1973,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
99,Gary Charles,eng ENG,DF,Aston Villa,28,1970,11,10,846,9.4,1,0,1,1,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
100,Laurent Charvet,fr FRA,DF,Newcastle Utd,25,1973,31,30,"2,718",30.2,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matches
101,Steve Chettle,eng ENG,DF,Nott'ham Forest,29,1968,34,32,"2,845",31.6,2,0,2,0,2,2,8,1,0.06,0,0.06,0,0,Matches
102,Malcolm Christie,eng ENG,FW,Derby County,19,1979,2,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
103,Alec Cleland,sct SCO,DF,Everton,27,1970,18,16,"1,470",16.3,0,1,1,0,0,0,4,1,0,0.06,0.06,0,0.06,Matches
104,Stephen Clemence,eng ENG,MF,Tottenham,20,1978,18,9,817,9.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
105,Philippe Clement,be BEL,"DF,MF",Coventry City,24,1974,12,6,515,5.7,0,1,1,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
106,Juan Cobián,ar ARG,DF,Sheffield Weds,22,1975,9,7,625,6.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
107,Andy Cole,eng ENG,FW,Manchester Utd,26,1971,32,26,"2,355",26.2,17,3,20,17,0,0,3,0,0.65,0.11,0.76,0.65,0.76,Matches
108,Joe Cole,eng ENG,MF,West Ham,16,1981,8,2,306,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
109,Patrick Colleter,fr FRA,DF,Southampton,32,1965,16,16,"1,370",15.2,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
110,John Collins,sct SCO,MF,Everton,30,1968,20,19,"1,706",19,1,0,1,1,0,1,4,0,0.05,0,0.05,0.05,0.05,Matches
111,Stan Collymore,eng ENG,FW,Aston Villa,27,1971,20,11,"1,147",12.7,1,3,4,1,0,0,7,1,0.08,0.24,0.31,0.08,0.31,Matches
112,Colin Cooper,eng ENG,DF,Middlesbrough,31,1967,32,31,"2,719",30.2,1,1,2,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,Matches
113,Carl Cort,gy GUY,FW,Wimbledon,20,1977,16,6,652,7.2,3,0,3,3,0,0,1,0,0.41,0,0.41,0.41,0.41,Matches
114,Tony Cottee,eng ENG,FW,Leicester City,33,1965,31,29,"2,511",27.9,10,0,10,10,0,0,1,0,0.36,0,0.36,0.36,0.36,Matches
115,Chris Coyne,au AUS,DF,West Ham,19,1978,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
116,Richard Cresswell,eng ENG,FW,Sheffield Weds,20,1977,7,1,180,2,1,1,2,1,0,0,0,0,0.5,0.5,1,0.5,1,Matches
117,Gary Croft,eng ENG,DF,Blackburn,24,1974,12,10,855,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
118,Mark Crossley,wls WAL,GK,Nott'ham Forest,29,1969,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,Jordi Cruyff,nl NED,"FW,MF",Manchester Utd,24,1974,5,0,85,0.9,2,1,3,2,0,0,0,0,2.12,1.06,3.18,2.12,3.18,Matches
120,Micky Cummins,ie IRL,MF,Middlesbrough,20,1978,1,1,45,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
121,Kenny Cunningham,ie IRL,DF,Wimbledon,27,1971,35,35,"3,150",35,0,2,2,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches
122,John Curtis,eng ENG,DF,Manchester Utd,19,1978,4,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
123,Nikos Dabizas,gr GRE,DF,Newcastle Utd,24,1973,30,25,"2,338",26,3,0,3,3,0,0,8,2,0.12,0,0.12,0.12,0.12,Matches
124,Olivier Dacourt,fr FRA,MF,Everton,23,1974,30,28,"2,548",28.3,2,0,2,2,0,0,15,1,0.07,0,0.07,0.07,0.07,Matches
125,Martin Dahlin,se SWE,FW,Blackburn,30,1968,5,2,233,2.6,0,1,1,0,0,0,0,0,0,0.39,0.39,0,0.39,Matches
126,Christian Dailly,sct SCO,DF,Derby County,24,1973,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
127,Christian Dailly,sct SCO,DF,Blackburn,24,1973,17,14,"1,244",13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Paul Dalglish,sct SCO,FW,Newcastle Utd,21,1977,11,6,566,6.3,1,0,1,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
129,Jean-Claude Darcheville,fr FRA,FW,Nott'ham Forest,23,1975,16,14,"1,073",11.9,2,2,4,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches
130,Callum Davidson,sct SCO,DF,Blackburn,22,1976,34,34,"3,025",33.6,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,Matches
131,Kevin Davies,eng ENG,FW,Blackburn,21,1977,21,9,"1,056",11.7,1,2,3,1,0,0,5,0,0.09,0.17,0.26,0.09,0.26,Matches
132,Brian Deane,eng ENG,FW,Middlesbrough,30,1968,26,24,"2,139",23.8,6,2,8,6,0,0,2,0,0.25,0.08,0.34,0.25,0.34,Matches
133,Peter Degn,dk DEN,MF,Everton,21,1977,4,0,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Mark Delaney,wls WAL,DF,Aston Villa,22,1976,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
135,Rory Delap,ie IRL,MF,Derby County,22,1976,23,21,"1,859",20.7,0,3,3,0,0,0,5,0,0,0.15,0.15,0,0.15,Matches
136,Raimond van der Gouw,nl NED,GK,Manchester Utd,35,1963,5,4,405,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
137,Marcel Desailly,fr FRA,"DF,MF",Chelsea,29,1968,31,30,"2,651",29.5,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,Matches
138,Paolo Di Canio,it ITA,FW,West Ham,30,1968,13,12,"1,086",12.1,5,2,7,5,0,0,0,0,0.41,0.17,0.58,0.41,0.58,Matches
139,Paolo Di Canio,it ITA,FW,Sheffield Weds,30,1968,6,5,440,4.9,3,0,3,3,0,0,0,1,0.61,0,0.61,0.61,0.61,Matches
140,Roberto Di Matteo,it ITA,MF,Chelsea,28,1970,30,26,"2,314",25.7,2,4,6,2,0,0,9,0,0.08,0.16,0.23,0.08,0.23,Matches
141,Kaba Diawara,gn GUI,FW,Arsenal,22,1975,12,2,313,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
142,Julian Dicks,eng ENG,DF,West Ham,29,1968,9,9,810,9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
143,Lee Dixon,eng ENG,DF,Arsenal,34,1964,36,36,"3,106",34.5,0,1,1,0,0,0,7,1,0,0.03,0.03,0,0.03,Matches
144,Jason Dodd,eng ENG,DF,Southampton,27,1970,28,27,"2,387",26.5,1,3,4,1,0,0,4,1,0.04,0.11,0.15,0.04,0.15,Matches
145,Chris Doig,sct SCO,DF,Nott'ham Forest,17,1981,2,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Didier Domi,fr FRA,DF,Newcastle Utd,20,1978,14,14,"1,260",14,0,1,1,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches
147,José Dominguez,pt POR,MF,Tottenham,24,1974,13,2,367,4.1,2,3,5,2,0,0,1,0,0.49,0.74,1.23,0.49,1.23,Matches
148,Tony Dorigo,eng ENG,DF,Derby County,32,1965,18,17,"1,476",16.4,1,2,3,0,1,1,3,0,0.06,0.12,0.18,0,0.12,Matches
149,Mark Draper,eng ENG,MF,Aston Villa,27,1970,23,13,"1,175",13.1,2,0,2,2,0,0,4,0,0.15,0,0.15,0.15,0.15,Matches
150,Richard Dryden,eng ENG,DF,Southampton,29,1969,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
151,Michael Duberry,eng ENG,DF,Chelsea,22,1975,25,18,"1,685",18.7,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
152,Dion Dublin,eng ENG,"DF,FW",Aston Villa,29,1969,24,24,"2,013",22.4,11,2,13,,,,4,0,0.49,0.09,0.58,,,Matches
153,Dion Dublin,eng ENG,"DF,FW",Coventry City,29,1969,10,10,900,10,3,3,6,,,,1,0,0.3,0.3,0.6,,,Matches
154,Damien Duff,ie IRL,"FW,MF",Blackburn,19,1979,28,18,"1,585",17.6,1,2,3,1,0,0,0,0,0.06,0.11,0.17,0.06,0.17,Matches
155,Sean Dundee,de GER,FW,Liverpool,25,1972,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
156,David Dunn,eng ENG,MF,Blackburn,18,1979,14,10,912,10.1,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
157,Richard Dunne,ie IRL,DF,Everton,18,1979,16,15,"1,248",13.9,0,0,0,0,0,0,7,1,0,0,0,0,0,Matches
158,Robbie Earle,jm JAM,MF,Wimbledon,33,1965,35,35,"3,128",34.8,5,2,7,5,0,0,2,0,0.14,0.06,0.2,0.14,0.2,Matches
159,Justin Edinburgh,eng ENG,DF,Tottenham,28,1969,16,14,"1,213",13.5,0,1,1,0,0,0,3,1,0,0.07,0.07,0,0.07,Matches
160,Christian Edwards,wls WAL,DF,Nott'ham Forest,22,1975,12,7,758,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
161,Marc Edworthy,eng ENG,DF,Coventry City,25,1972,22,16,"1,617",18,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
162,Trond Egil Soltvedt,no NOR,MF,Coventry City,31,1967,27,21,"1,863",20.7,2,2,4,2,0,0,2,0,0.1,0.1,0.19,0.1,0.19,Matches
163,Ugo Ehiogu,eng ENG,DF,Aston Villa,25,1972,25,23,"2,065",22.9,2,2,4,2,0,0,3,0,0.09,0.09,0.17,0.09,0.17,Matches
164,Efan Ekoku,ng NGA,FW,Wimbledon,31,1967,22,11,"1,090",12.1,7,0,7,7,0,0,1,0,0.58,0,0.58,0.58,0.58,Matches
165,Matt Elliott,sct SCO,DF,Leicester City,29,1968,37,37,"3,306",36.7,3,2,5,2,1,2,7,0,0.08,0.05,0.14,0.05,0.11,Matches
166,Steve Elliott,eng ENG,DF,Derby County,19,1978,11,7,778,8.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
167,Stefano Eranio,it ITA,MF,Derby County,31,1966,25,18,"1,556",17.3,0,1,1,0,0,1,4,0,0,0.06,0.06,0,0.06,Matches
168,Jason Euell,jm JAM,"FW,MF",Wimbledon,21,1977,33,31,"2,675",29.7,10,1,11,10,0,0,4,0,0.34,0.03,0.37,0.34,0.37,Matches
169,Adam Farley,,DF,Everton,18,1980,1,0,45,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
170,Gareth Farrelly,ie IRL,MF,Everton,22,1975,1,0,13,0.1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
171,Peter Fear,eng ENG,MF,Wimbledon,24,1973,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Graham Fenton,eng ENG,MF,Leicester City,24,1974,9,3,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Les Ferdinand,eng ENG,FW,Tottenham,31,1966,24,22,"1,765",19.6,5,1,6,5,0,0,5,0,0.25,0.05,0.31,0.25,0.31,Matches
174,Rio Ferdinand,eng ENG,DF,West Ham,19,1978,31,31,"2,703",30,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,Matches
175,Duncan Ferguson,sct SCO,FW,Newcastle Utd,26,1971,7,7,518,5.8,2,0,2,,,,0,0,0.35,0,0.35,,,Matches
176,Duncan Ferguson,sct SCO,FW,Everton,26,1971,13,13,"1,168",13,4,0,4,,,,3,0,0.31,0,0.31,,,Matches
177,Albert Ferrer,es ESP,DF,Chelsea,28,1970,30,30,"2,679",29.8,0,2,2,0,0,0,9,0,0,0.07,0.07,0,0.07,Matches
178,Jean-Michel Ferri,fr FRA,"DF,MF",Liverpool,28,1969,2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
