Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
33,Gareth Barry,eng ENG,MF,Aston Villa,16,1981,2,1,132,1.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
34,Warren Barton,eng ENG,DF,Newcastle Utd,28,1969,23,17,"1,659",18.4,3,0,3,3,0,0,8,0,0.16,0,0.16,0.16,0.16,Matches
35,Steve Basham,eng ENG,FW,Southampton,19,1977,9,0,96,1.1,0,1,1,0,0,0,0,0,0,0.94,0.94,0,0.94,Matches
36,David Batty,eng ENG,MF,Newcastle Utd,28,1968,32,32,"2,728",30.3,1,0,1,1,0,0,12,3,0.03,0,0.03,0.03,0.03,Matches
37,Peter Beagrie,eng ENG,FW,Everton,31,1965,6,4,314,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
38,Peter Beardsley,eng ENG,"FW,MF",Bolton,36,1961,17,14,"1,197",13.3,2,0,2,2,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
39,James Beattie,eng ENG,FW,Blackburn,19,1978,3,0,41,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
40,David Beckham,eng ENG,MF,Manchester Utd,22,1975,37,34,"3,086",34.3,9,13,22,9,0,0,6,0,0.26,0.38,0.64,0.26,0.64,Matches
41,Mark Beeney,eng ENG,GK,Leeds United,29,1967,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
42,Francis Benali,eng ENG,DF,Southampton,28,1968,33,32,"2,806",31.2,1,1,2,1,0,0,2,2,0.03,0.03,0.06,0.03,0.06,Matches
43,Marcus Bent,eng ENG,FW,Crystal Palace,19,1978,16,10,931,10.3,5,1,6,5,0,0,2,0,0.48,0.1,0.58,0.48,0.58,Matches
44,John Beresford,eng ENG,DF,Southampton,30,1966,10,10,889,9.9,0,1,1,,,,0,0,0,0.1,0.1,,,Matches
45,John Beresford,eng ENG,DF,Newcastle Utd,30,1966,17,17,"1,478",16.4,2,2,4,,,,2,0,0.12,0.12,0.24,,,Matches
46,Henning Berg,no NOR,DF,Manchester Utd,27,1969,27,23,"2,233",24.8,1,0,1,1,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
47,Patrik Berger,cz CZE,MF,Liverpool,23,1973,22,6,769,8.5,3,1,4,3,0,0,0,0,0.35,0.12,0.47,0.35,0.47,Matches
48,Dennis Bergkamp,nl NED,FW,Arsenal,28,1969,28,28,"2,447",27.2,16,11,27,14,2,3,7,0,0.59,0.4,0.99,0.51,0.92,Matches
49,Guðni Bergsson,is ISL,DF,Bolton,32,1965,35,34,"2,992",33.2,2,0,2,2,0,0,9,1,0.06,0,0.06,0.06,0.06,Matches
50,Eyal Berkovic,il ISR,MF,West Ham,25,1972,35,34,"2,810",31.2,7,9,16,7,0,0,2,0,0.22,0.29,0.51,0.22,0.51,Matches
51,Nicola Berti,it ITA,MF,Tottenham,30,1967,17,17,"1,418",15.8,3,3,6,3,0,0,5,0,0.19,0.19,0.38,0.19,0.38,Matches
52,Slaven Bilić,hr CRO,DF,Everton,28,1968,24,22,"1,937",21.5,0,1,1,0,0,0,7,3,0,0.05,0.05,0,0.05,Matches
53,Patrizio Billio,it ITA,MF,Crystal Palace,23,1974,3,1,93,1,0,0,0,0,0,,1,0,0,0,0,0,0,Matches
54,Ian Bishop,eng ENG,MF,West Ham,32,1965,3,3,270,3,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
55,Dean Blackwell,eng ENG,DF,Wimbledon,27,1969,35,35,"3,066",34.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
56,Nathan Blake,wls WAL,FW,Bolton,25,1972,35,35,"3,085",34.3,12,5,17,12,0,0,6,1,0.35,0.15,0.5,0.35,0.5,Matches
57,Patrick Blondeau,fr FRA,DF,Sheffield Weds,29,1968,6,5,488,5.4,0,1,1,0,0,0,1,1,0,0.18,0.18,0,0.18,Matches
58,Luís Boa Morte,pt POR,"FW,MF",Arsenal,19,1977,15,4,430,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
59,George Boateng,nl NED,MF,Coventry City,21,1975,14,14,"1,140",12.7,1,0,1,1,0,0,5,1,0.08,0,0.08,0.08,0.08,Matches
60,Lars Bohinen,no NOR,MF,Derby County,27,1969,8,8,709,7.9,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
61,Lars Bohinen,no NOR,MF,Blackburn,27,1969,16,6,712,7.9,1,3,4,1,0,0,0,0,0.13,0.38,0.51,0.13,0.51,Matches
62,Willie Boland,ie IRL,MF,Coventry City,21,1975,19,8,927,10.3,0,1,1,0,0,0,4,0,0,0.1,0.1,0,0.1,Matches
63,Ivano Bonetti,it ITA,MF,Crystal Palace,32,1964,2,0,51,0.6,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
64,Andy Booth,eng ENG,FW,Sheffield Weds,23,1973,23,21,"1,809",20.1,7,2,9,7,0,0,1,1,0.35,0.1,0.45,0.35,0.45,Matches
65,Jovo Bosančić,rs SRB,MF,Barnsley,26,1970,17,13,"1,192",13.2,2,0,2,1,1,2,7,1,0.15,0,0.15,0.08,0.08,Matches
66,Mark Bosnich,au AUS,GK,Aston Villa,25,1972,30,30,"2,700",30,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
67,Steve Bould,eng ENG,DF,Arsenal,34,1962,24,21,"1,973",21.9,0,2,2,0,0,0,10,0,0,0.09,0.09,0,0.09,Matches
68,Jason Bowen,wls WAL,FW,Southampton,24,1972,3,1,131,1.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
69,Lee Bowyer,eng ENG,MF,Leeds United,20,1977,25,21,"1,862",20.7,3,5,8,3,0,0,5,0,0.15,0.24,0.39,0.15,0.39,Matches
70,Danny Boxall,ie IRL,DF,Crystal Palace,19,1977,1,0,45,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
71,Garry Brady,sct SCO,MF,Tottenham,20,1976,9,0,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
72,Keith Branagan,ie IRL,GK,Bolton,31,1966,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
73,Michael Branch,eng ENG,FW,Everton,18,1978,6,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
74,Tim Breacker,eng ENG,DF,West Ham,32,1965,19,18,"1,450",16.1,0,2,2,0,0,0,4,0,0,0.12,0.12,0,0.12,Matches
75,Gary Breen,ie IRL,DF,Coventry City,23,1973,30,30,"2,646",29.4,1,1,2,1,0,0,1,1,0.03,0.03,0.07,0.03,0.07,Matches
76,Lee Briscoe,eng ENG,"DF,MF",Sheffield Weds,21,1975,7,3,314,3.5,0,2,2,0,0,0,2,0,0,0.57,0.57,0,0.57,Matches
77,Tomas Brolin,se SWE,"FW,MF",Crystal Palace,27,1969,13,13,"1,104",12.3,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
78,Marlon Broomes,eng ENG,DF,Blackburn,19,1977,4,2,231,2.6,0,0,0,0,0,,1,0,0,0,0,0,0,Matches
79,Wes Brown,eng ENG,DF,Manchester Utd,17,1979,2,1,121,1.3,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
80,Martin Bullock,eng ENG,MF,Barnsley,22,1975,33,23,"2,195",24.4,0,8,8,0,0,,4,0,0,0.33,0.33,0,0.33,Matches
81,David Burrows,eng ENG,DF,Coventry City,28,1968,32,32,"2,880",32,0,2,2,0,0,0,7,0,0,0.06,0.06,0,0.06,Matches
82,Deon Burton,jm JAM,FW,Derby County,20,1976,29,12,"1,254",13.9,3,4,7,3,0,0,0,0,0.22,0.29,0.5,0.22,0.5,Matches
83,Sagi Burton,kn SKN,DF,Crystal Palace,19,1977,2,1,121,1.3,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
84,Nicky Butt,eng ENG,"DF,MF",Manchester Utd,22,1975,33,31,"2,710",30.1,3,3,6,2,1,1,7,0,0.1,0.1,0.2,0.07,0.17,Matches
85,Darren Byfield,jm JAM,FW,Aston Villa,20,1976,7,6,444,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
86,Danny Cadamarteri,eng ENG,FW,Everton,17,1979,26,15,"1,440",16,4,1,5,4,0,0,4,0,0.25,0.06,0.31,0.25,0.31,Matches
87,Colin Calderwood,sct SCO,DF,Tottenham,32,1965,26,21,"1,980",22,4,0,4,4,0,0,3,0,0.18,0,0.18,0.18,0.18,Matches
88,Sol Campbell,eng ENG,"DF,FW",Tottenham,22,1974,34,34,"2,938",32.6,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,Matches
89,Stuart Campbell,sct SCO,MF,Leicester City,19,1977,11,6,532,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
90,Matt Carbon,eng ENG,DF,Derby County,22,1975,4,3,210,2.3,0,0,0,0,0,,1,0,0,0,0,0,0,Matches
91,Benito Carbone,it ITA,FW,Sheffield Weds,25,1971,33,28,"2,442",27.1,9,6,15,6,3,3,8,1,0.33,0.22,0.55,0.22,0.44,Matches
92,Franz Carr,eng ENG,"FW,MF",Bolton,30,1966,5,0,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
93,Stephen Carr,ie IRL,DF,Tottenham,20,1976,38,37,"3,274",36.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
94,Jamie Carragher,eng ENG,"DF,MF",Liverpool,19,1978,20,17,"1,499",16.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
95,Lee Carsley,ie IRL,MF,Derby County,23,1974,34,34,"3,060",34,1,0,1,1,0,0,10,0,0.03,0,0.03,0.03,0.03,Matches
96,Stewart Castledine,eng ENG,MF,Wimbledon,24,1973,6,3,313,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
97,Gary Charles,eng ENG,DF,Aston Villa,27,1970,18,14,"1,258",14,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches
98,Simon Charlton,eng ENG,DF,Southampton,25,1971,3,2,119,1.3,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
99,Laurent Charvet,fr FRA,DF,Chelsea,24,1973,11,7,715,7.9,2,0,2,2,0,0,3,0,0.25,0,0.25,0.25,0.25,Matches
100,Steve Claridge,eng ENG,FW,Leicester City,31,1966,17,10,886,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
101,Andy Clarke,eng ENG,FW,Wimbledon,30,1967,14,1,452,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
102,Matt Clarke,eng ENG,GK,Sheffield Weds,23,1973,3,2,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
103,Steve Clarke,sct SCO,DF,Chelsea,33,1963,26,22,"2,010",22.3,1,3,4,1,0,0,2,0,0.04,0.13,0.18,0.04,0.18,Matches
104,Michael Clegg,eng ENG,DF,Manchester Utd,20,1977,3,1,121,1.3,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
105,Stephen Clemence,eng ENG,MF,Tottenham,19,1978,17,12,"1,211",13.5,0,1,1,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches
106,Nigel Clough,eng ENG,"FW,MF",Sheffield Weds,31,1966,1,1,45,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
107,Andy Cole,eng ENG,FW,Manchester Utd,25,1971,33,31,"2,751",30.6,15,7,22,15,0,0,5,0,0.49,0.23,0.72,0.49,0.72,Matches
108,Wayne Collins,eng ENG,MF,Sheffield Weds,28,1969,19,8,"1,031",11.5,5,1,6,5,0,0,2,0,0.44,0.09,0.52,0.44,0.52,Matches
109,Stan Collymore,eng ENG,FW,Aston Villa,26,1971,25,23,"2,098",23.3,6,4,10,6,0,0,3,1,0.26,0.17,0.43,0.26,0.43,Matches
110,Carl Cort,gy GUY,FW,Wimbledon,19,1977,22,16,"1,484",16.5,4,3,7,4,0,0,0,0,0.24,0.18,0.42,0.24,0.42,Matches
111,Tony Cottee,eng ENG,FW,Leicester City,32,1965,19,7,714,7.9,4,0,4,4,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
112,Neil Cox,eng ENG,DF,Bolton,25,1971,21,20,"1,776",19.7,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
113,Nick Crittenden,eng ENG,MF,Chelsea,18,1978,2,0,10,0.1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
114,Gary Croft,eng ENG,DF,Blackburn,23,1974,23,19,"1,734",19.3,1,0,1,1,0,0,1,0,0.05,0,0.05,0.05,0.05,Matches
115,Jordi Cruyff,nl NED,"FW,MF",Manchester Utd,23,1974,5,3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
116,Kenny Cunningham,ie IRL,DF,Wimbledon,26,1971,32,32,"2,880",32,0,3,3,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
117,Saša Ćurčić,rs SRB,MF,Crystal Palace,25,1972,8,6,529,5.9,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches
118,Saša Ćurčić,rs SRB,MF,Aston Villa,25,1972,7,3,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,John Curtis,eng ENG,DF,Manchester Utd,18,1978,8,5,314,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
120,Nikos Dabizas,gr GRE,DF,Newcastle Utd,23,1973,11,10,961,10.7,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
121,Jon Dahl Tomasson,dk DEN,"FW,MF",Newcastle Utd,20,1976,23,17,"1,508",16.8,3,1,4,3,0,0,1,0,0.18,0.06,0.24,0.18,0.24,Matches
122,Martin Dahlin,se SWE,FW,Blackburn,29,1968,21,11,"1,103",12.3,4,0,4,4,0,0,2,0,0.33,0,0.33,0.33,0.33,Matches
123,Christian Dailly,sct SCO,DF,Derby County,23,1973,30,30,"2,700",30,1,1,2,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07,Matches
124,Callum Davidson,sct SCO,DF,Blackburn,21,1976,1,1,57,0.6,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
125,Gareth Davies,wls WAL,DF,Crystal Palace,23,1973,1,0,18,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
126,Kevin Davies,eng ENG,FW,Southampton,20,1977,25,20,"1,738",19.3,9,2,11,9,0,0,4,0,0.47,0.1,0.57,0.47,0.57,Matches
127,Rory Delap,ie IRL,MF,Derby County,21,1976,13,10,924,10.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
128,Raimond van der Gouw,nl NED,GK,Manchester Utd,34,1963,5,4,433,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Robin van der Laan,nl NED,MF,Derby County,28,1968,10,7,585,6.5,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
130,Paolo Di Canio,it ITA,FW,Sheffield Weds,29,1968,35,34,"2,960",32.9,12,6,18,12,0,0,10,0,0.36,0.18,0.55,0.36,0.55,Matches
131,Roberto Di Matteo,it ITA,MF,Chelsea,27,1970,30,28,"2,451",27.2,4,5,9,4,0,0,6,0,0.15,0.18,0.33,0.15,0.33,Matches
132,Lee Dixon,eng ENG,DF,Arsenal,33,1964,28,26,"2,260",25.1,0,1,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
133,Jason Dodd,eng ENG,DF,Southampton,26,1970,36,36,"3,170",35.2,1,6,7,1,0,0,2,0,0.03,0.17,0.2,0.03,0.2,Matches
134,José Dominguez,pt POR,MF,Tottenham,23,1974,18,8,883,9.8,2,1,3,2,0,0,4,0,0.2,0.1,0.31,0.2,0.31,Matches
135,O'Neill Donaldson,eng ENG,FW,Sheffield Weds,27,1969,5,1,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
136,Iain Dowie,nir NIR,FW,West Ham,32,1965,12,7,663,7.4,0,1,1,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
137,Mark Draper,eng ENG,MF,Aston Villa,26,1970,31,31,"2,730",30.3,3,4,7,3,0,0,4,0,0.1,0.13,0.23,0.1,0.23,Matches
138,Richard Dryden,eng ENG,DF,Southampton,28,1969,13,11,"1,005",11.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
139,Michael Duberry,eng ENG,DF,Chelsea,21,1975,23,23,"2,070",23,0,2,2,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
140,Dion Dublin,eng ENG,"DF,FW",Coventry City,28,1969,36,36,"3,191",35.5,18,10,28,13,5,7,4,1,0.51,0.28,0.79,0.37,0.65,Matches
141,Andy Ducros,eng ENG,FW,Coventry City,19,1977,3,1,140,1.6,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
142,Damien Duff,ie IRL,"FW,MF",Blackburn,18,1979,26,17,"1,682",18.7,4,2,6,4,0,0,0,0,0.21,0.11,0.32,0.21,0.32,Matches
143,Richard Dunne,ie IRL,DF,Everton,17,1979,3,2,188,2.1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
144,Bruce Dyer,eng ENG,FW,Crystal Palace,22,1975,24,21,"1,692",18.8,4,1,5,3,1,2,4,0,0.21,0.05,0.27,0.16,0.21,Matches
145,Nicky Eaden,eng ENG,DF,Barnsley,24,1972,35,32,"2,997",33.3,0,1,1,0,0,0,4,0,0,0.03,0.03,0,0.03,Matches
146,Robbie Earle,jm JAM,MF,Wimbledon,32,1965,22,20,"1,839",20.4,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2,Matches
147,Justin Edinburgh,eng ENG,DF,Tottenham,27,1969,16,13,"1,050",11.7,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
148,Marc Edworthy,eng ENG,DF,Crystal Palace,24,1972,34,33,"2,938",32.6,0,1,1,0,0,0,7,1,0,0.03,0.03,0,0.03,Matches
149,Trond Egil Soltvedt,no NOR,MF,Coventry City,30,1967,30,26,"2,309",25.7,1,4,5,1,0,0,1,0,0.04,0.16,0.19,0.04,0.19,Matches
150,Ugo Ehiogu,eng ENG,DF,Aston Villa,24,1972,37,37,"3,213",35.7,2,1,3,2,0,0,6,1,0.06,0.03,0.08,0.06,0.08,Matches
151,Efan Ekoku,ng NGA,FW,Wimbledon,30,1967,16,11,"1,034",11.5,4,1,5,4,0,0,0,0,0.35,0.09,0.44,0.35,0.44,Matches
152,Matt Elliott,sct SCO,DF,Leicester City,28,1968,37,37,"3,330",37,7,3,10,6,1,1,7,0,0.19,0.08,0.27,0.16,0.24,Matches
153,Robbie Elliott,eng ENG,DF,Bolton,23,1973,4,4,325,3.6,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
154,Steve Elliott,eng ENG,DF,Derby County,18,1978,3,3,189,2.1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
155,Neil Emblen,eng ENG,"DF,MF",Crystal Palace,26,1971,13,8,704,7.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
156,Stefano Eranio,it ITA,MF,Derby County,30,1966,23,23,"1,687",18.7,5,2,7,1,4,4,9,2,0.27,0.11,0.37,0.05,0.16,Matches
157,Jason Euell,jm JAM,"FW,MF",Wimbledon,20,1977,19,14,"1,106",12.3,4,1,5,4,0,0,1,0,0.33,0.08,0.41,0.33,0.41,Matches
158,Mickey Evans,ie IRL,FW,Southampton,24,1973,10,6,600,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
159,Chris Fairclough,eng ENG,DF,Bolton,33,1964,11,10,866,9.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
160,Gareth Farrelly,ie IRL,MF,Everton,21,1975,26,18,"1,705",18.9,1,0,1,1,0,0,5,0,0.05,0,0.05,0.05,0.05,Matches
161,Peter Fear,eng ENG,MF,Wimbledon,23,1973,8,5,487,5.4,2,0,2,2,0,0,2,0,0.37,0,0.37,0.37,0.37,Matches
162,Neale Fenn,ie IRL,FW,Tottenham,20,1977,4,0,88,1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
163,Graham Fenton,eng ENG,MF,Leicester City,23,1974,23,9,974,10.8,3,1,4,3,0,0,1,0,0.28,0.09,0.37,0.28,0.37,Matches
164,Les Ferdinand,eng ENG,FW,Tottenham,30,1966,21,19,"1,597",17.7,5,5,10,5,0,1,2,0,0.28,0.28,0.56,0.28,0.56,Matches
165,Rio Ferdinand,eng ENG,DF,West Ham,18,1978,35,35,"3,140",34.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
166,Duncan Ferguson,sct SCO,FW,Everton,25,1971,29,28,"2,441",27.1,11,6,17,11,0,0,6,1,0.41,0.22,0.63,0.41,0.63,Matches
167,Alan Fettis,nir NIR,GK,Blackburn,26,1971,8,7,656,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
168,John Filan,au AUS,GK,Blackburn,27,1970,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
169,Mark Fish,za RSA,"DF,FW",Bolton,23,1974,22,22,"1,882",20.9,2,0,2,2,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
170,Garry Flitcroft,eng ENG,MF,Blackburn,24,1972,33,28,"2,546",28.3,0,4,4,0,0,0,7,0,0,0.14,0.14,0,0.14,Matches
171,Tim Flowers,eng ENG,GK,Blackburn,30,1967,25,24,"2,161",24,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Jimmy Floyd Hasselbaink,nl NED,FW,Leeds United,25,1972,33,30,"2,637",29.3,16,6,22,15,1,2,5,0,0.55,0.2,0.75,0.51,0.72,Matches
173,Tony Folan,ie IRL,MF,Crystal Palace,18,1978,1,0,16,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
174,Craig Forrest,ca CAN,GK,West Ham,29,1967,13,13,"1,170",13,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Robbie Fowler,eng ENG,FW,Liverpool,22,1975,20,19,"1,690",18.8,9,2,11,7,2,2,3,1,0.48,0.11,0.59,0.37,0.48,Matches
176,Ruel Fox,ms MSR,MF,Tottenham,29,1968,32,32,"2,706",30.1,3,5,8,3,0,0,4,0,0.1,0.17,0.27,0.1,0.27,Matches
177,Damien Francis,jm JAM,MF,Wimbledon,18,1979,2,0,71,0.8,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
178,Per Frandsen,dk DEN,MF,Bolton,27,1970,38,38,"3,260",36.2,2,4,6,2,0,0,7,0,0.06,0.11,0.17,0.06,0.17,Matches
