Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
18,John Arne Riise,no NOR,"DF,MF",Fulham,31,1980,31,29,"2,529",28.1,0,2,2,0,0,0,4,0,0,0.07,0.07,0,0.07,Matches
19,Andrey Arshavin,ru RUS,"FW,MF",Arsenal,31,1981,7,0,88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
20,Mikel Arteta,es ESP,MF,Arsenal,30,1982,34,34,"2,982",33.1,6,3,9,1,5,6,6,0,0.18,0.09,0.27,0.03,0.12,Matches
21,Oussama Assaidi,ma MAR,"FW,MF",Liverpool,23,1988,4,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
22,Benoît Assou-Ekotto,cm CMR,DF,Tottenham,28,1984,15,12,"1,141",12.7,1,0,1,1,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
23,César Azpilicueta,es ESP,"DF,MF",Chelsea,22,1989,27,24,"2,199",24.4,0,4,4,0,0,0,4,0,0,0.16,0.16,0,0.16,Matches
24,Demba Ba,sn SEN,FW,Newcastle Utd,27,1985,20,19,"1,664",18.5,13,0,13,12,1,1,0,0,0.7,0,0.7,0.65,0.65,Matches
25,Demba Ba,sn SEN,FW,Chelsea,27,1985,14,11,868,9.6,2,0,2,2,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
26,Leighton Baines,eng ENG,DF,Everton,27,1984,38,38,"3,420",38,5,5,10,3,2,2,4,0,0.13,0.13,0.26,0.08,0.21,Matches
27,Chris Baird,nir NIR,"DF,MF",Fulham,30,1982,19,14,"1,320",14.7,2,0,2,2,0,0,5,0,0.14,0,0.14,0.14,0.14,Matches
28,Nathan Baker,eng ENG,DF,Aston Villa,21,1991,26,25,"2,007",22.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
29,Gareth Bale,wls WAL,"FW,MF",Tottenham,23,1989,33,33,"2,921",32.5,21,4,25,21,0,0,6,0,0.65,0.12,0.77,0.65,0.77,Matches
30,Mario Balotelli,it ITA,FW,Manchester City,21,1990,14,7,590,6.6,1,0,1,1,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
31,Barry Bannan,sct SCO,MF,Aston Villa,22,1989,24,18,"1,626",18.1,0,1,1,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches
32,Phil Bardsley,sct SCO,DF,Sunderland,27,1985,18,11,984,10.9,1,0,1,1,0,0,5,0,0.09,0,0.09,0.09,0.09,Matches
33,Ross Barkley,eng ENG,MF,Everton,18,1993,7,2,209,2.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
34,Leon Barnett,eng ENG,DF,Norwich City,26,1985,8,6,563,6.3,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
35,Gareth Barry,eng ENG,MF,Manchester City,31,1981,31,27,"2,398",26.6,1,2,3,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,Matches
36,Kyle Bartley,eng ENG,DF,Swansea City,21,1991,2,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
37,Sébastien Bassong,cm CMR,DF,Norwich City,26,1986,34,34,"2,959",32.9,3,2,5,3,0,0,3,0,0.09,0.06,0.15,0.09,0.15,Matches
38,Jean Beausejour,cl CHI,"DF,FW",Wigan Athletic,28,1984,34,32,"2,778",30.9,1,7,8,1,0,0,4,0,0.03,0.23,0.26,0.03,0.26,Matches
39,Luciano Becchio,ar ARG,FW,Norwich City,28,1983,8,2,169,1.9,0,1,1,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
40,Asmir Begović,ba BIH,GK,Stoke City,25,1987,38,38,"3,420",38,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
41,Hatem Ben Arfa,fr FRA,"FW,MF",Newcastle Utd,25,1987,19,16,"1,458",16.2,4,2,6,2,2,2,1,0,0.25,0.12,0.37,0.12,0.25,Matches
42,Tal Ben Haim,il ISR,DF,QPR,30,1982,3,2,197,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
43,Yossi Benayoun,il ISR,MF,West Ham,32,1980,6,4,315,3.5,0,1,1,0,0,0,1,0,0,0.29,0.29,0,0.29,Matches
44,Yossi Benayoun,il ISR,MF,Chelsea,32,1980,6,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
45,Elliott Bennett,eng ENG,"DF,MF",Norwich City,23,1988,23,9,938,10.4,1,3,4,1,0,0,3,0,0.1,0.29,0.38,0.1,0.38,Matches
46,Joe Bennett,eng ENG,"DF,MF",Aston Villa,22,1990,25,21,"1,857",20.6,0,2,2,0,0,0,3,1,0,0.1,0.1,0,0.1,Matches
47,Ryan Bennett,eng ENG,DF,Norwich City,22,1990,15,10,"1,069",11.9,1,0,1,1,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
48,Darren Bent,eng ENG,FW,Aston Villa,28,1984,16,8,815,9.1,3,0,3,3,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
49,Christian Benteke,be BEL,FW,Aston Villa,21,1990,34,32,"2,818",31.3,19,4,23,16,3,3,9,1,0.61,0.13,0.73,0.51,0.64,Matches
50,Dimitar Berbatov,bg BUL,FW,Fulham,31,1981,33,32,"2,842",31.6,15,3,18,11,4,4,1,0,0.48,0.1,0.57,0.35,0.44,Matches
51,Ryan Bertrand,eng ENG,"DF,MF",Chelsea,22,1989,19,14,"1,286",14.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
52,Gaël Bigirimana,bi BDI,MF,Newcastle Utd,18,1993,13,3,413,4.6,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
53,Nick Blackman,bb BRB,"FW,MF",Reading,22,1989,11,3,394,4.4,0,1,1,0,0,0,2,0,0,0.23,0.23,0,0.23,Matches
54,Fabio Borini,it ITA,"FW,MF",Liverpool,21,1991,13,5,513,5.7,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
55,Artur Boruc,pl POL,GK,Southampton,32,1980,20,20,"1,755",19.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
56,Mauro Boselli,ar ARG,FW,Wigan Athletic,27,1985,7,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,José Bosingwa,pt POR,DF,QPR,29,1982,23,22,"1,825",20.3,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
58,Jay Bothroyd,eng ENG,FW,QPR,30,1982,4,2,238,2.6,1,0,1,1,0,0,1,0,0.38,0,0.38,0.38,0.38,Matches
59,Jordan Bowery,eng ENG,"DF,FW",Aston Villa,21,1991,10,3,302,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
60,Emmerson Boyce,bb BRB,DF,Wigan Athletic,32,1979,36,36,"3,138",34.9,4,0,4,4,0,0,5,0,0.11,0,0.11,0.11,0.11,Matches
61,Titus Bramble,eng ENG,DF,Sunderland,31,1981,16,12,"1,184",13.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
62,Matthew Briggs,gy GUY,DF,Fulham,21,1991,5,3,297,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
63,Leon Britton,eng ENG,MF,Swansea City,29,1982,33,30,"2,525",28.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
64,Izzy Brown,eng ENG,"FW,MF",West Brom,15,1997,1,0,5,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
65,Chris Brunt,nir NIR,"DF,MF",West Brom,27,1984,31,23,"2,182",24.2,2,3,5,2,0,0,4,0,0.08,0.12,0.21,0.08,0.21,Matches
66,Mark Bunn,eng ENG,GK,Norwich City,27,1984,23,22,"1,853",20.6,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
67,Alexander Büttner,nl NED,"DF,MF",Manchester Utd,23,1989,5,4,383,4.3,2,1,3,2,0,0,1,0,0.47,0.23,0.7,0.47,0.7,Matches
68,Yohan Cabaye,fr FRA,MF,Newcastle Utd,26,1986,26,25,"2,114",23.5,6,2,8,5,1,1,8,0,0.26,0.09,0.34,0.21,0.3,Matches
69,Gary Cahill,eng ENG,DF,Chelsea,26,1985,26,24,"2,219",24.7,2,2,4,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
70,Gary Caldwell,sct SCO,"DF,MF",Wigan Athletic,30,1982,25,25,"2,079",23.1,1,1,2,1,0,0,8,0,0.04,0.04,0.09,0.04,0.09,Matches
71,Geoff Cameron,us USA,"DF,MF",Stoke City,27,1985,35,29,"2,637",29.3,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,Matches
72,Lee Camp,nir NIR,GK,Norwich City,27,1984,3,1,226,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
73,Eduard Campabadal,es ESP,DF,Wigan Athletic,19,1993,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
74,Adam Campbell,eng ENG,"FW,MF",Newcastle Utd,17,1995,3,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
75,Fraizer Campbell,eng ENG,FW,Sunderland,24,1987,12,1,262,2.9,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
76,Jamie Carragher,eng ENG,"DF,MF",Liverpool,34,1978,24,16,"1,536",17.1,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
77,Michael Carrick,eng ENG,MF,Manchester Utd,31,1981,36,34,"3,044",33.8,1,4,5,1,0,0,3,0,0.03,0.12,0.15,0.03,0.15,Matches
78,Daniel Carriço,pt POR,"DF,MF",Reading,23,1988,3,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
79,Andy Carroll,eng ENG,FW,West Ham,23,1989,24,22,"1,933",21.5,7,4,11,6,1,1,5,0,0.33,0.19,0.51,0.28,0.47,Matches
80,Andy Carroll,eng ENG,FW,Liverpool,23,1989,2,0,20,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
81,Tom Carroll,eng ENG,MF,Tottenham,20,1992,7,0,81,0.9,0,1,1,0,0,0,0,0,0,1.11,1.11,0,1.11,Matches
82,Lee Cattermole,eng ENG,MF,Sunderland,24,1988,10,10,661,7.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
83,Steven Caulker,sl SLE,DF,Tottenham,20,1991,18,17,"1,575",17.5,2,1,3,2,0,0,0,0,0.11,0.06,0.17,0.11,0.17,Matches
84,Santi Cazorla,es ESP,MF,Arsenal,27,1984,38,37,"3,297",36.6,12,11,23,12,0,0,1,0,0.33,0.3,0.63,0.33,0.63,Matches
85,Petr Čech,cz CZE,GK,Chelsea,30,1982,36,36,"3,195",35.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
86,Júlio César,br BRA,GK,QPR,32,1979,24,24,"2,098",23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
87,Marouane Chamakh,ma MAR,FW,West Ham,28,1984,3,2,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
88,Richard Chaplow,eng ENG,MF,Southampton,27,1985,3,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Djibril Cissé,fr FRA,FW,QPR,30,1981,18,12,"1,111",12.3,3,0,3,3,0,1,0,0,0.24,0,0.24,0.24,0.24,Matches
90,Papiss Cissé,sn SEN,FW,Newcastle Utd,27,1985,36,35,"2,994",33.3,8,2,10,8,0,1,6,0,0.24,0.06,0.3,0.24,0.3,Matches
91,Ciaran Clark,ie IRL,"DF,MF",Aston Villa,22,1989,29,28,"2,499",27.8,1,0,1,1,0,0,6,1,0.04,0,0.04,0.04,0.04,Matches
92,Tom Cleverley,eng ENG,MF,Manchester Utd,22,1989,22,18,"1,445",16.1,2,2,4,2,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
93,Gaël Clichy,fr FRA,DF,Manchester City,27,1985,28,26,"2,334",25.9,0,2,2,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
94,Nathaniel Clyne,eng ENG,DF,Southampton,21,1991,34,34,"3,019",33.5,1,3,4,1,0,0,2,0,0.03,0.09,0.12,0.03,0.12,Matches
95,Conor Coady,eng ENG,"DF,MF",Liverpool,19,1993,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Sebastián Coates,uy URU,DF,Liverpool,21,1990,5,2,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
97,Jack Colback,eng ENG,"DF,MF",Sunderland,22,1989,35,30,"2,813",31.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
98,Ashley Cole,eng ENG,DF,Chelsea,31,1980,31,31,"2,790",31,1,2,3,1,0,0,3,0,0.03,0.06,0.1,0.03,0.1,Matches
99,Carlton Cole,eng ENG,FW,West Ham,28,1983,27,14,"1,369",15.2,2,1,3,2,0,0,2,1,0.13,0.07,0.2,0.13,0.2,Matches
100,Joe Cole,eng ENG,MF,West Ham,30,1981,11,7,620,6.9,2,0,2,2,0,0,2,0,0.29,0,0.29,0.29,0.29,Matches
101,Joe Cole,eng ENG,MF,Liverpool,30,1981,6,0,172,1.9,1,0,1,1,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
102,Séamus Coleman,ie IRL,"DF,MF",Everton,23,1988,26,24,"2,165",24.1,0,5,5,0,0,0,4,0,0,0.21,0.21,0,0.21,Matches
103,James Collins,wls WAL,DF,West Ham,28,1983,29,29,"2,492",27.7,0,1,1,0,0,0,9,0,0,0.04,0.04,0,0.04,Matches
104,Jack Collison,wls WAL,MF,West Ham,23,1988,17,5,639,7.1,2,0,2,2,0,0,2,0,0.28,0,0.28,0.28,0.28,Matches
105,Fabricio Coloccini,ar ARG,"DF,MF",Newcastle Utd,30,1982,22,22,"1,916",21.3,0,1,1,0,0,0,1,1,0,0.05,0.05,0,0.05,Matches
106,Francis Coquelin,fr FRA,"DF,MF",Arsenal,21,1991,11,3,228,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
107,Jack Cork,eng ENG,"DF,MF",Southampton,23,1989,28,28,"2,426",27,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
108,Philippe Coutinho,br BRA,"FW,MF",Liverpool,20,1992,13,12,923,10.3,3,5,8,3,0,0,0,0,0.29,0.49,0.78,0.29,0.78,Matches
109,Peter Crouch,eng ENG,FW,Stoke City,31,1981,34,28,"2,321",25.8,7,4,11,7,0,0,2,0,0.27,0.16,0.43,0.27,0.43,Matches
110,Carlos Cuéllar,es ESP,DF,Sunderland,30,1981,26,26,"2,256",25.1,1,2,3,1,0,0,5,0,0.04,0.08,0.12,0.04,0.12,Matches
111,Shaun Cummings,jm JAM,DF,Reading,23,1989,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
112,Ben Davies,wls WAL,"DF,MF",Swansea City,19,1993,37,33,"3,052",33.9,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,Matches
113,Kelvin Davis,eng ENG,GK,Southampton,35,1976,10,9,855,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
114,Steven Davis,nir NIR,MF,Southampton,27,1985,32,22,"2,067",23,2,1,3,2,0,0,1,0,0.09,0.04,0.13,0.09,0.13,Matches
115,Simon Dawkins,jm JAM,"FW,MF",Aston Villa,24,1987,4,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
116,Craig Dawson,eng ENG,DF,West Brom,22,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
117,Michael Dawson,eng ENG,DF,Tottenham,28,1983,27,23,"2,011",22.3,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
118,Steve De Ridder,be BEL,"FW,MF",Southampton,25,1987,4,0,53,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
119,Mathieu Debuchy,fr FRA,DF,Newcastle Utd,27,1985,14,14,"1,167",13,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
120,Jermain Defoe,eng ENG,FW,Tottenham,29,1982,34,27,"2,409",26.8,11,3,14,11,0,0,4,0,0.41,0.11,0.52,0.41,0.52,Matches
121,Ashkan Dejagah,ir IRN,"FW,MF",Fulham,26,1986,21,13,"1,194",13.3,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
122,Rory Delap,ie IRL,MF,Stoke City,36,1976,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
123,Nathan Delfouneso,eng ENG,"FW,MF",Aston Villa,21,1991,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
124,Fabian Delph,eng ENG,"DF,MF",Aston Villa,22,1989,24,19,"1,704",18.9,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
125,Mousa Dembélé,be BEL,MF,Tottenham,25,1987,30,26,"2,194",24.4,1,3,4,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,Matches
126,Mousa Dembélé,be BEL,MF,Fulham,25,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
127,Guy Demel,ci CIV,"DF,MF",West Ham,31,1981,31,28,"2,473",27.5,0,2,2,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
128,Clint Dempsey,us USA,"FW,MF",Tottenham,29,1983,29,22,"1,993",22.1,7,4,11,7,0,0,4,0,0.32,0.18,0.5,0.32,0.5,Matches
129,Rafael van der Vaart,nl NED,MF,Tottenham,29,1983,2,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
130,Shaun Derry,eng ENG,MF,QPR,34,1977,18,10,"1,085",12.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
131,Franco Di Santo,ar ARG,FW,Wigan Athletic,23,1989,35,24,"2,125",23.6,5,2,7,5,0,0,5,0,0.21,0.08,0.3,0.21,0.3,Matches
132,Abou Diaby,fr FRA,MF,Arsenal,26,1986,11,10,705,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
133,Samba Diakité,ml MLI,MF,QPR,23,1989,14,11,934,10.4,0,1,1,0,0,0,5,1,0,0.1,0.1,0,0.1,Matches
134,Mohamed Diamé,sn SEN,MF,West Ham,25,1987,33,31,"2,595",28.8,3,0,3,3,0,0,3,0,0.1,0,0.1,0.1,0.1,Matches
135,Alou Diarra,fr FRA,MF,West Ham,31,1981,3,1,141,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
136,Mahamadou Diarra,ml MLI,MF,Fulham,31,1981,8,7,605,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
137,Sylvain Distin,fr FRA,DF,Everton,34,1977,34,31,"2,838",31.5,0,1,1,0,0,0,2,0,0,0.03,0.03,0,0.03,Matches
138,Graham Dorrans,sct SCO,"FW,MF",West Brom,25,1987,26,21,"1,749",19.4,1,3,4,0,1,1,3,0,0.05,0.15,0.21,0,0.15,Matches
139,Stewart Downing,eng ENG,"FW,MF",Liverpool,28,1984,29,25,"2,191",24.3,3,5,8,3,0,0,0,0,0.12,0.21,0.33,0.12,0.33,Matches
140,Damien Duff,ie IRL,"FW,MF",Fulham,33,1979,31,27,"2,332",25.9,3,7,10,3,0,0,0,0,0.12,0.27,0.39,0.12,0.39,Matches
141,Shane Duffy,ie IRL,"DF,MF",Everton,20,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
142,Kieron Dyer,eng ENG,MF,QPR,33,1978,4,1,198,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
143,Nathan Dyer,eng ENG,"FW,MF",Swansea City,24,1987,37,25,"2,309",25.7,3,4,7,3,0,0,4,1,0.12,0.16,0.27,0.12,0.27,Matches
144,Edin Džeko,ba BIH,FW,Manchester City,26,1986,32,16,"1,822",20.2,14,3,17,14,0,1,4,0,0.69,0.15,0.84,0.69,0.84,Matches
145,Maurice Edu,us USA,"DF,MF",Stoke City,26,1986,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Rob Elliot,ie IRL,GK,Newcastle Utd,26,1986,10,9,835,9.3,0,1,1,0,0,0,1,1,0,0.11,0.11,0,0.11,Matches
147,Ahmed Elmohamady,eg EGY,"DF,MF",Sunderland,24,1987,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
148,Urby Emanuelson,nl NED,"DF,FW",Fulham,26,1986,13,5,649,7.2,1,0,1,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
149,Eyong Enoh,cm CMR,MF,Fulham,26,1986,9,8,693,7.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
150,José Enrique,es ESP,DF,Liverpool,26,1986,29,25,"2,257",25.1,2,4,6,2,0,0,1,0,0.08,0.16,0.24,0.08,0.24,Matches
151,Roger Espinoza,hn HON,"DF,MF",Wigan Athletic,25,1986,12,6,611,6.8,1,2,3,1,0,0,1,0,0.15,0.29,0.44,0.15,0.44,Matches
152,Matthew Etherington,eng ENG,MF,Stoke City,30,1981,31,21,"1,720",19.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
153,Jonny Evans,nir NIR,DF,Manchester Utd,24,1988,23,21,"1,902",21.1,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,Matches
154,Patrice Evra,fr FRA,DF,Manchester Utd,31,1981,34,34,"3,060",34,4,5,9,4,0,0,3,0,0.12,0.15,0.26,0.12,0.26,Matches
155,Łukasz Fabiański,pl POL,GK,Arsenal,27,1985,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
156,Fábio,br BRA,DF,QPR,22,1990,21,13,"1,137",12.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
157,Iago Falque,es ESP,"FW,MF",Tottenham,22,1990,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
158,Alejandro Faurlín,ar ARG,MF,QPR,25,1986,11,10,777,8.6,0,2,2,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
159,Adam Federici,au AUS,GK,Reading,27,1985,21,21,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Marouane Fellaini,be BEL,MF,Everton,24,1987,31,31,"2,783",30.9,11,5,16,11,0,0,9,0,0.36,0.16,0.52,0.36,0.52,Matches
161,Anton Ferdinand,eng ENG,DF,QPR,27,1985,13,10,915,10.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
162,Rio Ferdinand,eng ENG,DF,Manchester Utd,33,1978,28,26,"2,321",25.8,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
163,Shane Ferguson,nir NIR,"DF,MF",Newcastle Utd,21,1991,9,4,346,3.8,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
164,Paulo Ferreira,pt POR,DF,Chelsea,33,1979,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Maynor Figueroa,hn HON,DF,Wigan Athletic,29,1983,33,33,"2,813",31.3,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,Matches
166,Darren Fletcher,sct SCO,MF,Manchester Utd,28,1984,3,2,181,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
167,Steven Fletcher,sct SCO,FW,Sunderland,25,1987,28,28,"2,366",26.3,11,1,12,11,0,0,3,0,0.42,0.04,0.46,0.42,0.46,Matches
168,Chico Flores,es ESP,DF,Swansea City,25,1987,26,26,"2,238",24.9,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
169,José Fonte,pt POR,DF,Southampton,28,1983,27,25,"2,316",25.7,2,0,2,2,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
170,Marc-Antoine Fortuné,fr FRA,FW,West Brom,31,1981,21,9,829,9.2,2,2,4,2,0,0,2,1,0.22,0.22,0.43,0.22,0.43,Matches
171,Ben Foster,eng ENG,GK,West Brom,29,1983,30,30,"2,700",30,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Danny Fox,sct SCO,"DF,MF",Southampton,26,1986,20,14,"1,217",13.5,1,1,2,1,0,0,3,1,0.07,0.07,0.15,0.07,0.15,Matches
173,David Fox,eng ENG,MF,Norwich City,28,1983,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Kerim Frei,tr TUR,"FW,MF",Fulham,18,1993,7,2,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Brad Friedel,us USA,GK,Tottenham,41,1971,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
